cultivar	orthogroup	gene_count	gene_ids	reference_present
IN	OG0038891	1	NC_089046.1.g38190	1
IN	OG0038892	1	NC_089046.1.g38230	1
IN	OG0038902	1	NC_089046.1.g38446	1
IN	OG0038906	1	NC_089046.1.g38558	1
IN	OG0038908	1	NC_089046.1.g38611	1
IN	OG0038919	1	NC_089046.1.g38863	1
IN	OG0038924	1	NC_089046.1.g39418	1
IN	OG0038927	1	NC_089035.1.g3318	1
IN	OG0040254	2	NC_089035.1.g2113, NC_089039.1.g18313	0
IN	OG0040265	2	NC_089035.1.g4123, NC_089043.1.g31121	0
IN	OG0040336	2	NC_089038.1.g16439, NC_089041.1.g24087	0
IN	OG0040359	2	NC_089039.1.g19644, NC_089041.1.g26391	0
IN	OG0040437	2	NC_089043.1.g29962, NC_089043.1.g31425	0
IN	OG0040451	2	NC_089044.1.g32361, NC_089044.1.g33505	0
IN	OG0040453	2	NC_089044.1.g32521, NC_089044.1.g34216	0
KM	OG0000510	24	NC_089035.1.g1766, NC_089035.1.g2313, NC_089035.1.g2619, NC_089035.1.g69, NC_089036.1.g7880, NC_089036.1.g8000, NC_089036.1.g8429, NC_089037.1.g14081, NC_089037.1.g9957, NC_089038.1.g14179, NC_089038.1.g14615, NC_089038.1.g14648, NC_089038.1.g16033, NC_089038.1.g16713, NC_089038.1.g16881, NC_089038.1.g17241, NC_089039.1.g19160, NC_089040.1.g20895, NC_089040.1.g23269, NC_089041.1.g27126, NC_089042.1.g28602, NC_089042.1.g28677, NC_089045.1.g36953, NC_089046.1.g39539	0
KM	OG0000511	24	NC_089035.1.g1765, NC_089035.1.g2314, NC_089035.1.g5072, NC_089036.1.g6599, NC_089036.1.g7881, NC_089037.1.g10026, NC_089037.1.g12731, NC_089037.1.g13561, NC_089037.1.g14082, NC_089037.1.g9958, NC_089038.1.g14614, NC_089038.1.g14649, NC_089038.1.g16710, NC_089038.1.g16711, NC_089038.1.g16880, NC_089038.1.g17239, NC_089039.1.g17930, NC_089039.1.g19161, NC_089039.1.g20159, NC_089040.1.g20896, NC_089040.1.g22074, NC_089040.1.g22793, NC_089040.1.g23271, NC_089043.1.g30605	0
KM	OG0000591	22	NC_089035.1.g1764, NC_089035.1.g3657, NC_089035.1.g5071, NC_089036.1.g5626, NC_089036.1.g6598, NC_089037.1.g10025, NC_089037.1.g12222, NC_089037.1.g12730, NC_089037.1.g13560, NC_089038.1.g14517, NC_089038.1.g14613, NC_089038.1.g14652, NC_089038.1.g16709, NC_089038.1.g16879, NC_089038.1.g16947, NC_089038.1.g17238, NC_089039.1.g18154, NC_089039.1.g18815, NC_089040.1.g22326, NC_089042.1.g29120, NC_089043.1.g30604, NC_089045.1.g36839	0
KM	OG0002798	12	NC_089036.1.g7084, NC_089036.1.g8292, NC_089036.1.g9334, NC_089038.1.g14526, NC_089039.1.g18717, NC_089039.1.g20367, NC_089040.1.g23169, NC_089041.1.g26606, NC_089041.1.g27040, NC_089042.1.g28625, NC_089045.1.g35686, NC_089045.1.g37340	0
KM	OG0003360	10	NC_089038.1.g14770, NC_089038.1.g14889, NC_089039.1.g18664, NC_089041.1.g25357, NC_089042.1.g28347, NC_089043.1.g30385, NC_089044.1.g33469, NC_089045.1.g36010, NC_089045.1.g36132, NC_089046.1.g38684	0
KM	OG0003361	10	NC_089039.1.g18468, NC_089039.1.g18470, NC_089039.1.g18471, NC_089044.1.g32837, NC_089044.1.g32887, NC_089044.1.g32888, NC_089044.1.g32922, NC_089044.1.g32924, NC_089044.1.g32926, NC_089044.1.g32977	0
KM	OG0005327	2	NC_089039.1.g18574, NC_089046.1.g39456	1
KM	OG0020340	7	NC_089035.1.g3436, NC_089037.1.g9917, NC_089038.1.g14393, NC_089041.1.g24503, NC_089041.1.g25647, NC_089043.1.g30448, NC_089044.1.g33562	1
KM	OG0032511	2	NC_089040.1.g23466, NC_089045.1.g35220	1
KM	OG0033062	4	NC_089035.1.g1525, NC_089035.1.g40, NC_089038.1.g14855, NC_089042.1.g27692	1
KM	OG0034069	5	NC_089038.1.g14609, NC_089039.1.g20576, NC_089042.1.g29373, NC_089042.1.g30157, NC_089045.1.g36469	0
KM	OG0035932	4	NC_089035.1.g180, NC_089043.1.g30853, NC_089043.1.g30861, NC_089046.1.g38152	0
KM	OG0035936	4	NC_089041.1.g24551, NC_089041.1.g24557, NC_089041.1.g24563, NC_089041.1.g24568	0
KM	OG0035996	1	NC_089042.1.g28135	1
KM	OG0036357	2	NC_089036.1.g6801, NC_089039.1.g18622	1
KM	OG0036447	1	NC_089044.1.g32809	1
KM	OG0038242	3	NC_089035.1.g966, NC_089037.1.g12427, NC_089045.1.g36268	0
KM	OG0038246	3	NC_089037.1.g12436, NC_089039.1.g19077, NC_089046.1.g39708	0
KM	OG0038251	3	NC_089038.1.g15019, NC_089038.1.g15022, NC_089045.1.g36119	0
KM	OG0038288	1	NC_089035.1.g217	1
KM	OG0038292	1	NC_089035.1.g473	1
KM	OG0038294	1	NC_089035.1.g833	1
KM	OG0038298	1	NC_089035.1.g1041	1
KM	OG0038299	1	NC_089035.1.g1047	1
KM	OG0038300	1	NC_089035.1.g1065	1
KM	OG0038306	1	NC_089035.1.g1590	1
KM	OG0038310	1	NC_089035.1.g1697	1
KM	OG0038312	1	NC_089035.1.g1722	1
KM	OG0038314	1	NC_089035.1.g1772	1
KM	OG0038317	1	NC_089035.1.g2066	1
KM	OG0038318	1	NC_089035.1.g2099	1
KM	OG0038320	1	NC_089035.1.g2213	1
KM	OG0038321	1	NC_089035.1.g2228	1
KM	OG0038323	1	NC_089035.1.g2357	1
KM	OG0038326	1	NC_089035.1.g2477	1
KM	OG0038327	1	NC_089035.1.g2480	1
KM	OG0038328	1	NC_089035.1.g2552	1
KM	OG0038333	1	NC_089035.1.g2813	1
KM	OG0038339	1	NC_089035.1.g3242	1
KM	OG0038340	1	NC_089035.1.g3272	1
KM	OG0038341	1	NC_089035.1.g3286	1
KM	OG0038342	1	NC_089035.1.g3323	1
KM	OG0038343	1	NC_089035.1.g3347	1
KM	OG0038344	1	NC_089035.1.g3358	1
KM	OG0038346	1	NC_089035.1.g3416	1
KM	OG0038347	1	NC_089035.1.g3431	1
KM	OG0038349	1	NC_089035.1.g3488	1
KM	OG0038351	1	NC_089035.1.g3557	1
KM	OG0038353	1	NC_089035.1.g3774	1
KM	OG0038356	1	NC_089035.1.g4192	1
KM	OG0038361	1	NC_089035.1.g4496	1
KM	OG0038364	1	NC_089035.1.g4920	1
KM	OG0038366	1	NC_089035.1.g5103	1
KM	OG0038367	1	NC_089035.1.g5266	1
KM	OG0038371	1	NC_089036.1.g6111	1
KM	OG0038372	1	NC_089036.1.g6118	1
KM	OG0038373	1	NC_089036.1.g6260	1
KM	OG0038375	1	NC_089036.1.g6348	1
KM	OG0038379	1	NC_089036.1.g6655	1
KM	OG0038381	1	NC_089036.1.g6899	1
KM	OG0038385	1	NC_089036.1.g6940	1
KM	OG0038386	1	NC_089036.1.g6946	1
KM	OG0038387	1	NC_089036.1.g7032	1
KM	OG0038388	1	NC_089036.1.g7045	1
KM	OG0038389	1	NC_089036.1.g7060	1
KM	OG0038390	1	NC_089036.1.g7180	1
KM	OG0038394	1	NC_089036.1.g7282	1
KM	OG0038395	1	NC_089036.1.g7283	1
KM	OG0038398	1	NC_089036.1.g7466	1
KM	OG0038400	1	NC_089036.1.g7625	1
KM	OG0038403	1	NC_089036.1.g8191	1
KM	OG0038404	1	NC_089036.1.g8234	1
KM	OG0038405	1	NC_089036.1.g8620	1
KM	OG0038407	1	NC_089036.1.g8790	1
KM	OG0038410	1	NC_089036.1.g8980	1
KM	OG0038413	1	NC_089036.1.g9101	1
KM	OG0038415	1	NC_089036.1.g9259	1
KM	OG0038418	1	NC_089036.1.g9503	1
KM	OG0038425	1	NC_089037.1.g10282	1
KM	OG0038426	1	NC_089037.1.g10325	1
KM	OG0038428	1	NC_089037.1.g10394	1
KM	OG0038430	1	NC_089037.1.g10519	1
KM	OG0038434	1	NC_089037.1.g10662	1
KM	OG0038435	1	NC_089037.1.g10681	1
KM	OG0038436	1	NC_089046.1.g38993	1
KM	OG0038442	1	NC_089037.1.g11186	1
KM	OG0038443	1	NC_089037.1.g11216	1
KM	OG0038444	1	NC_089037.1.g11217	1
KM	OG0038446	1	NC_089037.1.g11236	1
KM	OG0038447	1	NC_089037.1.g11257	1
KM	OG0038449	1	NC_089037.1.g11601	1
KM	OG0038450	1	NC_089037.1.g11648	1
KM	OG0038451	1	NC_089037.1.g11665	1
KM	OG0038452	1	NC_089037.1.g11685	1
KM	OG0038454	1	NC_089037.1.g11733	1
KM	OG0038464	1	NC_089037.1.g12365	1
KM	OG0038467	1	NC_089037.1.g12457	1
KM	OG0038469	1	NC_089037.1.g12562	1
KM	OG0038477	1	NC_089037.1.g13519	1
KM	OG0038480	1	NC_089037.1.g13784	1
KM	OG0038491	1	NC_089038.1.g14355	1
KM	OG0038496	1	NC_089038.1.g14532	1
KM	OG0038500	1	NC_089038.1.g14718	1
KM	OG0038503	1	NC_089038.1.g14778	1
KM	OG0038506	1	NC_089038.1.g14985	1
KM	OG0038507	1	NC_089038.1.g15084	1
KM	OG0038508	1	NC_089038.1.g15115	1
KM	OG0038509	1	NC_089038.1.g15125	1
KM	OG0038520	1	NC_089038.1.g16481	1
KM	OG0038521	1	NC_089038.1.g16482	1
KM	OG0038523	1	NC_089038.1.g16722	1
KM	OG0038526	1	NC_089038.1.g16838	1
KM	OG0038528	1	NC_089039.1.g17756	1
KM	OG0038529	1	NC_089039.1.g17916	1
KM	OG0038533	1	NC_089039.1.g18063	1
KM	OG0038536	1	NC_089039.1.g18213	1
KM	OG0038537	1	NC_089039.1.g18214	1
KM	OG0038544	1	NC_089039.1.g18552	1
KM	OG0038546	1	NC_089039.1.g18567	1
KM	OG0038550	1	NC_089039.1.g18795	1
KM	OG0038551	1	NC_089039.1.g18853	1
KM	OG0038552	1	NC_089039.1.g18859	1
KM	OG0038565	1	NC_089039.1.g19138	1
KM	OG0038566	1	NC_089039.1.g19371	1
KM	OG0038568	1	NC_089038.1.g14683	1
KM	OG0038572	1	NC_089039.1.g19726	1
KM	OG0038573	1	NC_089039.1.g19748	1
KM	OG0038575	1	NC_089039.1.g19910	1
KM	OG0038576	1	NC_089039.1.g19964	1
KM	OG0038577	1	NC_089039.1.g20031	1
KM	OG0038579	1	NC_089039.1.g20271	1
KM	OG0038580	1	NC_089039.1.g20339	1
KM	OG0038583	1	NC_089039.1.g20707	1
KM	OG0038584	1	NC_089039.1.g20769	1
KM	OG0038596	1	NC_089040.1.g21866	1
KM	OG0038603	1	NC_089040.1.g22262	1
KM	OG0038614	1	NC_089040.1.g22551	1
KM	OG0038616	1	NC_089040.1.g22586	1
KM	OG0038618	1	NC_089040.1.g22649	1
KM	OG0038624	1	NC_089040.1.g22749	1
KM	OG0038626	1	NC_089040.1.g22799	1
KM	OG0038636	1	NC_089040.1.g23453	1
KM	OG0038644	1	NC_089040.1.g24124	1
KM	OG0038652	1	NC_089041.1.g24541	1
KM	OG0038654	1	NC_089041.1.g24722	1
KM	OG0038656	1	NC_089041.1.g24762	1
KM	OG0038660	1	NC_089041.1.g25121	1
KM	OG0038665	1	NC_089041.1.g25360	1
KM	OG0038666	1	NC_089041.1.g25366	1
KM	OG0038673	1	NC_089041.1.g25603	1
KM	OG0038675	1	NC_089041.1.g25648	1
KM	OG0038676	1	NC_089041.1.g25649	1
KM	OG0038677	1	NC_089041.1.g25742	1
KM	OG0038679	1	NC_089041.1.g25842	1
KM	OG0038680	1	NC_089041.1.g25891	1
KM	OG0038684	1	NC_089041.1.g26034	1
KM	OG0038690	1	NC_089041.1.g26479	1
KM	OG0038692	1	NC_089041.1.g26659	1
KM	OG0038694	1	NC_089041.1.g26742	1
KM	OG0038701	1	NC_089041.1.g27253	1
KM	OG0038702	1	NC_089041.1.g27311	1
KM	OG0038703	1	NC_089041.1.g27333	1
KM	OG0038707	1	NC_089042.1.g27817	1
KM	OG0038708	1	NC_089042.1.g28002	1
KM	OG0038711	1	NC_089042.1.g28136	1
KM	OG0038712	1	NC_089042.1.g28172	1
KM	OG0038713	1	NC_089042.1.g28206	1
KM	OG0038724	1	NC_089042.1.g28616	1
KM	OG0038727	1	NC_089042.1.g28719	1
KM	OG0038734	1	NC_089042.1.g28904	1
KM	OG0038737	1	NC_089042.1.g28983	1
KM	OG0038739	1	NC_089042.1.g29184	1
KM	OG0038741	1	NC_089042.1.g29333	1
KM	OG0038745	1	NC_089043.1.g30249	1
KM	OG0038750	1	NC_089043.1.g30289	1
KM	OG0038752	1	NC_089043.1.g30332	1
KM	OG0038753	1	NC_089043.1.g30369	1
KM	OG0038757	1	NC_089043.1.g30563	1
KM	OG0038758	1	NC_089043.1.g30581	1
KM	OG0038768	1	NC_089043.1.g30926	1
KM	OG0038779	1	NC_089043.1.g31483	1
KM	OG0038786	1	NC_089043.1.g31888	1
KM	OG0038787	1	NC_089043.1.g31908	1
KM	OG0038792	1	NC_089044.1.g32574	1
KM	OG0038794	1	NC_089044.1.g32614	1
KM	OG0038797	1	NC_089044.1.g32707	1
KM	OG0038798	1	NC_089044.1.g32717	1
KM	OG0038800	1	NC_089044.1.g32723	1
KM	OG0038805	1	NC_089044.1.g32937	1
KM	OG0038806	1	NC_089044.1.g32988	1
KM	OG0038812	1	NC_089044.1.g33490	1
KM	OG0038813	1	NC_089044.1.g33529	1
KM	OG0038814	1	NC_089044.1.g33535	1
KM	OG0038815	1	NC_089044.1.g33575	1
KM	OG0038817	1	NC_089044.1.g33674	1
KM	OG0038818	1	NC_089044.1.g33738	1
KM	OG0038819	1	NC_089044.1.g33739	1
KM	OG0038820	1	NC_089044.1.g33770	1
KM	OG0038821	1	NC_089044.1.g33787	1
KM	OG0038822	1	NC_089044.1.g33812	1
KM	OG0038823	1	NC_089044.1.g33848	1
KM	OG0038825	1	NC_089044.1.g33901	1
KM	OG0038826	1	NC_089044.1.g34036	1
KM	OG0038827	1	NC_089044.1.g34522	1
KM	OG0038828	1	NC_089044.1.g34723	1
KM	OG0038833	1	NC_089045.1.g34943	1
KM	OG0038835	1	NC_089045.1.g35308	1
KM	OG0038836	1	NC_089045.1.g35309	1
KM	OG0038837	1	NC_089045.1.g35446	1
KM	OG0038845	1	NC_089045.1.g36121	1
KM	OG0038847	1	NC_089045.1.g36155	1
KM	OG0038848	1	NC_089045.1.g36174	1
KM	OG0038849	1	NC_089045.1.g36175	1
KM	OG0038850	1	NC_089045.1.g36214	1
KM	OG0038851	1	NC_089045.1.g36251	1
KM	OG0038856	1	NC_089045.1.g36485	1
KM	OG0038861	1	NC_089045.1.g36830	1
KM	OG0038864	1	NC_089045.1.g37068	1
KM	OG0038870	1	NC_089045.1.g37421	1
KM	OG0038875	1	NC_089046.1.g37850	1
KM	OG0038879	1	NC_089046.1.g38204	1
KM	OG0038881	1	NC_089046.1.g38258	1
KM	OG0038883	1	NC_089046.1.g38319	1
KM	OG0038884	1	NC_089046.1.g38320	1
KM	OG0038885	1	NC_089046.1.g38326	1
KM	OG0038886	1	NC_089046.1.g38336	1
KM	OG0038897	1	NC_089046.1.g38655	1
KM	OG0038899	1	NC_089046.1.g38698	1
KM	OG0038901	1	NC_089046.1.g38734	1
KM	OG0038909	1	NC_089046.1.g38948	1
KM	OG0038911	1	NC_089046.1.g38968	1
KM	OG0038916	1	NC_089046.1.g39060	1
KM	OG0038917	1	NC_089046.1.g39117	1
KM	OG0038920	1	NC_089046.1.g39290	1
KM	OG0038923	1	NC_089046.1.g39597	1
KM	OG0040524	2	NC_089035.1.g913, NC_089043.1.g30806	0
KM	OG0040528	2	NC_089035.1.g3564, NC_089036.1.g7660	0
KM	OG0040531	2	NC_089036.1.g5955, NC_089041.1.g26156	0
KM	OG0040533	2	NC_089036.1.g6126, NC_089037.1.g12300	0
KM	OG0040544	2	NC_089037.1.g12237, NC_089044.1.g34022	0
KM	OG0040549	2	NC_089037.1.g13967, NC_089045.1.g36402	0
KM	OG0040556	2	NC_089038.1.g16525, NC_089041.1.g26745	0
KM	OG0040563	2	NC_089039.1.g20469, NC_089039.1.g20482	0
KM	OG0040564	2	NC_089040.1.g21161, NC_089040.1.g21163	0
KM	OG0040565	2	NC_089040.1.g21580, NC_089042.1.g29095	0
KM	OG0040567	2	NC_089040.1.g22157, NC_089045.1.g37339	0
KM	OG0040588	2	NC_089044.1.g33307, NC_089044.1.g33993	0
MPE	OG0000149	37	NC_089035.1.g1705, NC_089035.1.g2261, NC_089035.1.g2572, NC_089035.1.g2963, NC_089035.1.g3118, NC_089035.1.g3307, NC_089035.1.g4987, NC_089035.1.g65, NC_089035.1.g668, NC_089036.1.g8156, NC_089036.1.g8792, NC_089037.1.g11293, NC_089037.1.g12352, NC_089037.1.g13916, NC_089037.1.g9828, NC_089037.1.g9898, NC_089038.1.g14016, NC_089038.1.g14449, NC_089038.1.g14481, NC_089038.1.g14917, NC_089038.1.g15013, NC_089038.1.g15855, NC_089038.1.g16308, NC_089038.1.g17131, NC_089040.1.g20623, NC_089040.1.g22365, NC_089040.1.g22854, NC_089040.1.g22937, NC_089041.1.g26497, NC_089042.1.g27457, NC_089042.1.g29408, NC_089042.1.g29528, NC_089043.1.g31184, NC_089043.1.g31905, NC_089044.1.g32467, NC_089045.1.g35162, NC_089046.1.g38880	0
MPE	OG0000362	19	NC_089035.1.g1703, NC_089035.1.g4985, NC_089036.1.g5788, NC_089036.1.g8157, NC_089037.1.g9896, NC_089038.1.g14447, NC_089039.1.g17707, NC_089039.1.g17937, NC_089039.1.g18068, NC_089040.1.g21833, NC_089040.1.g22361, NC_089042.1.g28939, NC_089043.1.g30018, NC_089043.1.g30225, NC_089043.1.g30813, NC_089044.1.g33711, NC_089045.1.g35164, NC_089045.1.g35270, NC_089046.1.g38878	1
MPE	OG0002605	13	NC_089035.1.g1222, NC_089035.1.g3310, NC_089036.1.g6329, NC_089036.1.g9355, NC_089037.1.g11782, NC_089038.1.g14775, NC_089039.1.g17971, NC_089041.1.g24330, NC_089041.1.g26609, NC_089042.1.g27306, NC_089043.1.g30174, NC_089043.1.g31442, NC_089045.1.g35903	0
MPE	OG0003040	11	NC_089039.1.g18251, NC_089039.1.g18252, NC_089039.1.g18253, NC_089039.1.g18254, NC_089044.1.g32311, NC_089044.1.g32356, NC_089044.1.g32357, NC_089044.1.g32392, NC_089044.1.g32393, NC_089044.1.g32439, NC_089044.1.g32440	0
MPE	OG0032139	6	NC_089036.1.g7478, NC_089036.1.g7481, NC_089036.1.g7484, NC_089036.1.g7487, NC_089036.1.g7491, NC_089036.1.g7495	0
MPE	OG0032195	1	NC_089040.1.g23042	1
MPE	OG0034073	5	NC_089045.1.g36966, NC_089046.1.g38677, NC_089046.1.g38853, NC_089046.1.g38856, NC_089046.1.g38857	0
MPE	OG0034251	2	NC_089037.1.g9472, NC_089046.1.g39355	1
MPE	OG0035950	1	NC_089035.1.g737	1
MPE	OG0036340	1	NC_089045.1.g36510	1
MPE	OG0036540	1	NC_089041.1.g25660	1
MPE	OG0036760	2	NC_089036.1.g8539, NC_089044.1.g33722	1
MPE	OG0036861	2	NC_089041.1.g26832, NC_089045.1.g36540	1
MPE	OG0036869	2	NC_089045.1.g36854, NC_089045.1.g36869	1
MPE	OG0038279	3	NC_089038.1.g16414, NC_089040.1.g21148, NC_089044.1.g32232	0
MPE	OG0038280	3	NC_089040.1.g22278, NC_089045.1.g35635, NC_089046.1.g38150	0
MPE	OG0038282	3	NC_089041.1.g26659, NC_089042.1.g28252, NC_089045.1.g36576	0
MPE	OG0038302	1	NC_089035.1.g1300	1
MPE	OG0038324	1	NC_089035.1.g2337	1
MPE	OG0038336	1	NC_089035.1.g2893	1
MPE	OG0038337	1	NC_089035.1.g2915	1
MPE	OG0038362	1	NC_089035.1.g4438	1
MPE	OG0038368	1	NC_089035.1.g5173	1
MPE	OG0038370	1	NC_089036.1.g5593	1
MPE	OG0038420	1	NC_089037.1.g9799	1
MPE	OG0038429	1	NC_089037.1.g10329	1
MPE	OG0038437	1	NC_089037.1.g10632	1
MPE	OG0038462	1	NC_089037.1.g12116	1
MPE	OG0038463	1	NC_089037.1.g12132	1
MPE	OG0038475	1	NC_089037.1.g13083	1
MPE	OG0038493	1	NC_089038.1.g14260	1
MPE	OG0038501	1	NC_089038.1.g14578	1
MPE	OG0038513	1	NC_089037.1.g11591	1
MPE	OG0038517	1	NC_089038.1.g15700	1
MPE	OG0038522	1	NC_089038.1.g16406	1
MPE	OG0038538	1	NC_089039.1.g18006	1
MPE	OG0038542	1	NC_089039.1.g18178	1
MPE	OG0038545	1	NC_089039.1.g18352	1
MPE	OG0038547	1	NC_089039.1.g18408	1
MPE	OG0038559	1	NC_089039.1.g18772	1
MPE	OG0038597	1	NC_089040.1.g21687	1
MPE	OG0038615	1	NC_089040.1.g22275	1
MPE	OG0038622	1	NC_089040.1.g22406	1
MPE	OG0038629	1	NC_089040.1.g22624	1
MPE	OG0038631	1	NC_089040.1.g22704	1
MPE	OG0038664	1	NC_089041.1.g24953	1
MPE	OG0038683	1	NC_089041.1.g25661	1
MPE	OG0038686	1	NC_089041.1.g25880	1
MPE	OG0038687	1	NC_089041.1.g25899	1
MPE	OG0038696	1	NC_089041.1.g26718	1
MPE	OG0038697	1	NC_089041.1.g26742	1
MPE	OG0038769	1	NC_089043.1.g30484	1
MPE	OG0038771	1	NC_089043.1.g30711	1
MPE	OG0038776	1	NC_089043.1.g30899	1
MPE	OG0038782	1	NC_089043.1.g31213	1
MPE	OG0038783	1	NC_089043.1.g31219	1
MPE	OG0038793	1	NC_089044.1.g32073	1
MPE	OG0038795	1	NC_089044.1.g32079	1
MPE	OG0038810	1	NC_089044.1.g32844	1
MPE	OG0038841	1	NC_089045.1.g35189	1
MPE	OG0038867	1	NC_089045.1.g36641	1
MPE	OG0038869	1	NC_089045.1.g36793	1
MPE	OG0038871	1	NC_089045.1.g36835	1
MPE	OG0038900	1	NC_089046.1.g38084	1
MPE	OG0038903	1	NC_089046.1.g38164	1
MPE	OG0038918	1	NC_089046.1.g38513	1
MPE	OG0040618	2	NC_089035.1.g1733, NC_089038.1.g16124	0
MPE	OG0040625	2	NC_089035.1.g3233, NC_089043.1.g30591	0
MPE	OG0040627	2	NC_089035.1.g3335, NC_089046.1.g38350	0
MPE	OG0040630	2	NC_089035.1.g5232, NC_089046.1.g39286	0
MPE	OG0040635	2	NC_089036.1.g7907, NC_089046.1.g37821	0
MPE	OG0040637	2	NC_089036.1.g8124, NC_089045.1.g36822	0
MPE	OG0040647	2	NC_089037.1.g12000, NC_089043.1.g30261	0
MPE	OG0040665	2	NC_089038.1.g15078, NC_089046.1.g37631	0
MPE	OG0040670	2	NC_089039.1.g17941, NC_089044.1.g33566	0
MPE	OG0040672	2	NC_089039.1.g18274, NC_089039.1.g18275	0
MPE	OG0040674	2	NC_089039.1.g20253, NC_089042.1.g28588	0
MPE	OG0040687	2	NC_089041.1.g26128, NC_089046.1.g37597	0
PP	OG0000353	25	NC_089035.1.g4993, NC_089036.1.g5966, NC_089036.1.g6935, NC_089037.1.g13634, NC_089037.1.g9866, NC_089038.1.g14179, NC_089038.1.g14510, NC_089038.1.g14542, NC_089038.1.g15869, NC_089038.1.g17022, NC_089038.1.g17156, NC_089039.1.g18383, NC_089039.1.g19915, NC_089040.1.g20650, NC_089040.1.g22982, NC_089041.1.g25732, NC_089041.1.g26586, NC_089042.1.g28384, NC_089042.1.g28827, NC_089042.1.g29661, NC_089043.1.g30192, NC_089043.1.g30390, NC_089043.1.g30583, NC_089043.1.g32161, NC_089046.1.g39105	0
PP	OG0000518	22	NC_089035.1.g3208, NC_089035.1.g3595, NC_089035.1.g4330, NC_089035.1.g4992, NC_089036.1.g5531, NC_089036.1.g5967, NC_089036.1.g6933, NC_089037.1.g12130, NC_089038.1.g14406, NC_089038.1.g14509, NC_089039.1.g17729, NC_089039.1.g17962, NC_089039.1.g18621, NC_089040.1.g21872, NC_089040.1.g22054, NC_089041.1.g25731, NC_089041.1.g26311, NC_089042.1.g28383, NC_089043.1.g30191, NC_089043.1.g30389, NC_089043.1.g30582, NC_089046.1.g39104	1
PP	OG0000744	10	NC_089037.1.g10504, NC_089037.1.g10620, NC_089037.1.g11990, NC_089039.1.g18807, NC_089040.1.g22201, NC_089040.1.g22527, NC_089042.1.g28697, NC_089043.1.g30418, NC_089044.1.g32664, NC_089045.1.g35202	1
PP	OG0032141	6	NC_089042.1.g29567, NC_089042.1.g29568, NC_089042.1.g29570, NC_089042.1.g29572, NC_089042.1.g29574, NC_089042.1.g29575	0
PP	OG0033025	4	NC_089039.1.g20065, NC_089045.1.g36599, NC_089045.1.g36799, NC_089045.1.g37047	1
PP	OG0034310	2	NC_089037.1.g12674, NC_089038.1.g15287	1
PP	OG0034508	2	NC_089040.1.g21911, NC_089042.1.g27541	1
PP	OG0034905	2	NC_011033.1.g39677, NC_011033.1.g39680	1
PP	OG0035939	4	NC_089037.1.g12546, NC_089040.1.g22984, NC_089041.1.g24902, NC_089042.1.g28199	0
PP	OG0036102	1	NC_089045.1.g36719	1
PP	OG0036433	2	NC_089036.1.g7235, NC_089040.1.g21800	1
PP	OG0036846	2	NC_089036.1.g6841, NC_089045.1.g36169	1
PP	OG0038286	1	NC_089035.1.g117	1
PP	OG0038295	1	NC_089035.1.g855	1
PP	OG0038301	1	NC_089040.1.g22429	1
PP	OG0038307	1	NC_089036.1.g8688	1
PP	OG0038329	1	NC_089035.1.g2531	1
PP	OG0038330	1	NC_089035.1.g2536	1
PP	OG0038422	1	NC_089037.1.g9993	1
PP	OG0038423	1	NC_089037.1.g9994	1
PP	OG0038424	1	NC_089037.1.g10119	1
PP	OG0038432	1	NC_089037.1.g10530	1
PP	OG0038433	1	NC_089037.1.g10560	1
PP	OG0038438	1	NC_089037.1.g10790	1
PP	OG0038439	1	NC_089037.1.g10949	1
PP	OG0038479	1	NC_089037.1.g13542	1
PP	OG0038490	1	NC_089038.1.g14245	1
PP	OG0038495	1	NC_089038.1.g14409	1
PP	OG0038498	1	NC_089038.1.g14534	1
PP	OG0038499	1	NC_089038.1.g14589	1
PP	OG0038519	1	NC_089038.1.g16212	1
PP	OG0038540	1	NC_089039.1.g18133	1
PP	OG0038543	1	NC_089039.1.g18332	1
PP	OG0038556	1	NC_089039.1.g18714	1
PP	OG0038570	1	NC_089039.1.g19418	1
PP	OG0038581	1	NC_089039.1.g20406	1
PP	OG0038588	1	NC_089040.1.g20970	1
PP	OG0038589	1	NC_089040.1.g21111	1
PP	OG0038591	1	NC_089040.1.g21292	1
PP	OG0038594	1	NC_089040.1.g21502	1
PP	OG0038602	1	NC_089040.1.g21910	1
PP	OG0038609	1	NC_089041.1.g25377	1
PP	OG0038619	1	NC_089040.1.g22415	1
PP	OG0038638	1	NC_089040.1.g23273	1
PP	OG0038667	1	NC_089041.1.g25078	1
PP	OG0038674	1	NC_089041.1.g25345	1
PP	OG0038685	1	NC_089041.1.g25936	1
PP	OG0038688	1	NC_089041.1.g26038	1
PP	OG0038691	1	NC_089041.1.g26352	1
PP	OG0038709	1	NC_089042.1.g27713	1
PP	OG0038716	1	NC_089042.1.g28020	1
PP	OG0038719	1	NC_089036.1.g7474	1
PP	OG0038735	1	NC_089042.1.g28701	1
PP	OG0038736	1	NC_089042.1.g28702	1
PP	OG0038772	1	NC_089043.1.g30900	1
PP	OG0038781	1	NC_089043.1.g31375	1
PP	OG0038816	1	NC_089044.1.g33259	1
PP	OG0038824	1	NC_089044.1.g33523	1
PP	OG0038840	1	NC_089045.1.g35309	1
PP	OG0038855	1	NC_089045.1.g36103	1
PP	OG0038858	1	NC_089045.1.g36138	1
PP	OG0038862	1	NC_089045.1.g36485	1
