Orthogroup	AGIS1.0	BSM	CI	GJ	IN	KM	MPE	PP	cultivar_occupancy	reference_present	private_cultivar
OG0002752	NC_089045.1.g34484	NC_089036.1.g7280, NC_089040.1.g21726	NC_089036.1.g7280, NC_089040.1.g21779, NC_089045.1.g34265	NC_089036.1.g7236, NC_089040.1.g21668, NC_089045.1.g34039				NC_089036.1.g7318, NC_089040.1.g21790, NC_089045.1.g34472	4	1	
OG0002756	NC_089045.1.g34716, NC_089046.1.g37505	NC_089045.1.g34563, NC_089046.1.g37332	NC_089045.1.g34485, NC_089046.1.g37262	NC_089045.1.g34260, NC_089046.1.g36966	NC_089045.1.g34721, NC_089046.1.g37513	NC_089045.1.g35045, NC_089046.1.g37861			5	1	
OG0002763	NC_089045.1.g35596, NC_089045.1.g35602	NC_089045.1.g35454, NC_089045.1.g35459	NC_089045.1.g35384, NC_089045.1.g35390		NC_089045.1.g35618, NC_089045.1.g35624	NC_089045.1.g35947, NC_089045.1.g35952		NC_089045.1.g35596, NC_089045.1.g35601	5	1	
OG0002771	NC_089045.1.g37267, NC_089045.1.g37268		NC_089045.1.g37031, NC_089045.1.g37032	NC_089045.1.g36734, NC_089045.1.g36735	NC_089045.1.g37281, NC_089045.1.g37282	NC_089045.1.g37628, NC_089045.1.g37629		NC_089045.1.g37207, NC_089045.1.g37208	5	1	
OG0002774	NC_089046.1.g39045, NC_089046.1.g39049	NC_089046.1.g38909, NC_089046.1.g38911	NC_089046.1.g38804, NC_089046.1.g38806	NC_089046.1.g38505, NC_089046.1.g38507	NC_089046.1.g39099, NC_089046.1.g39102			NC_089046.1.g38993, NC_089046.1.g38996	5	1	
OG0002788		NC_089043.1.g30506, NC_089044.1.g32155, NC_089044.1.g32156, NC_089046.1.g38461			NC_089046.1.g38653	NC_089043.1.g30913, NC_089044.1.g32595, NC_089044.1.g32596	NC_089043.1.g30407	NC_089043.1.g30594, NC_089044.1.g32272, NC_089044.1.g32273	5	0	
OG0002792		NC_011033.1.g39597, NC_011033.1.g39599, NC_089046.1.g38841	NC_011033.1.g39487, NC_011033.1.g39490, NC_089046.1.g38745			NC_011033.1.g40143, NC_011033.1.g40145, NC_089046.1.g39388	NC_011033.1.g39445, NC_011033.1.g39448, NC_089046.1.g38700		4	0	
OG0002793			NC_089035.1.g2104, NC_089041.1.g26692, NC_089045.1.g35726	NC_089039.1.g18230	NC_089035.1.g1310, NC_089041.1.g26801, NC_089045.1.g35972	NC_089039.1.g18538, NC_089045.1.g36314	NC_089035.1.g1304, NC_089040.1.g21979, NC_089041.1.g26657		5	0	
OG0002794			NC_089035.1.g4544, NC_089040.1.g20878	NC_089035.1.g2538, NC_089035.1.g4468, NC_089036.1.g8350, NC_089040.1.g20800		NC_089035.1.g2594, NC_089035.1.g4580, NC_089036.1.g8513, NC_089040.1.g21147		NC_089035.1.g4510, NC_089040.1.g20892	4	0	
OG0002795			NC_089036.1.g5911, NC_089045.1.g36443		NC_089036.1.g5900, NC_089040.1.g22930, NC_089045.1.g36698	NC_089036.1.g5960, NC_089045.1.g37020	NC_089036.1.g5863, NC_089040.1.g22813, NC_089045.1.g36406	NC_089036.1.g5907, NC_089045.1.g36621	5	0	
OG0002796			NC_089039.1.g19430, NC_089041.1.g24240, NC_089045.1.g36648	NC_089039.1.g19353, NC_089041.1.g24063, NC_089045.1.g36378		NC_089039.1.g19695, NC_089041.1.g24534, NC_089045.1.g37235	NC_089039.1.g19451, NC_089041.1.g24188, NC_089045.1.g36624		4	0	
OG0002797						NC_089035.1.g4074, NC_089035.1.g4075, NC_089039.1.g20299, NC_089039.1.g20300, NC_089041.1.g26655, NC_089043.1.g31817, NC_089046.1.g38210		NC_089035.1.g3994, NC_089035.1.g3995, NC_089037.1.g9729, NC_089041.1.g26355, NC_089043.1.g31473	2	0	
OG0002806	NC_089035.1.g2258, NC_089035.1.g603, NC_089036.1.g6951, NC_089036.1.g8473, NC_089037.1.g12563, NC_089039.1.g19253, NC_089041.1.g24791, NC_089042.1.g29553, NC_089043.1.g30222		NC_089035.1.g2222		NC_089035.1.g2227				2	1	
OG0002814	NC_089035.1.g1792, NC_089038.1.g15330	NC_089035.1.g1769, NC_089038.1.g15222	NC_089035.1.g1757	NC_089035.1.g1757, NC_089038.1.g15206			NC_089035.1.g1737, NC_089038.1.g15275	NC_089035.1.g1750, NC_089038.1.g15300	5	1	
OG0002826	NC_089035.1.g3345, NC_089037.1.g10722, NC_089037.1.g11687, NC_089038.1.g16619, NC_089039.1.g18749, NC_089040.1.g22418, NC_089040.1.g22485, NC_089041.1.g25522, NC_089043.1.g30049			NC_089043.1.g29618		NC_089043.1.g30270			2	1	
OG0002832	NC_089035.1.g4503, NC_089042.1.g27925	NC_089042.1.g27760, NC_089042.1.g27761, NC_089046.1.g37291					NC_089035.1.g1184, NC_089035.1.g4455, NC_089042.1.g27753, NC_089045.1.g35609, NC_089046.1.g37189, NC_089046.1.g37740		2	1	
OG0002837	NC_089036.1.g5741, NC_089037.1.g12909	NC_089036.1.g5735, NC_089037.1.g12829	NC_089036.1.g5747, NC_089037.1.g12865	NC_089036.1.g5683, NC_089037.1.g12795		NC_089036.1.g5797, NC_089037.1.g13000		NC_089036.1.g5741	5	1	
OG0002844	NC_089036.1.g6916, NC_089036.1.g6918	NC_089036.1.g6886, NC_089036.1.g6889		NC_089036.1.g6838, NC_089036.1.g6839	NC_089036.1.g6899, NC_089036.1.g6902		NC_089036.1.g6864, NC_089036.1.g6865	NC_089036.1.g6922	5	1	
OG0002847	NC_089036.1.g7267	NC_089036.1.g7228, NC_089042.1.g28087, NC_089043.1.g30779	NC_089036.1.g7221, NC_089042.1.g28107, NC_089043.1.g30747	NC_089042.1.g27880			NC_089036.1.g7214, NC_089042.1.g28066, NC_089043.1.g30669		4	1	
OG0002848	NC_089036.1.g7670					NC_089040.1.g21801	NC_089037.1.g11519, NC_089038.1.g16250, NC_089039.1.g19800, NC_089040.1.g21273, NC_089040.1.g21518, NC_089040.1.g21527, NC_089040.1.g22867, NC_089043.1.g30570, NC_089043.1.g31367		2	1	
OG0002850	NC_089036.1.g7769, NC_089036.1.g7774, NC_089036.1.g7779	NC_089036.1.g7741	NC_089036.1.g7733	NC_089036.1.g7688, NC_089036.1.g7692, NC_089036.1.g7696			NC_089036.1.g7737, NC_089036.1.g7742, NC_089036.1.g7747		4	1	
OG0002858	NC_089036.1.g8879, NC_089044.1.g34359			NC_089036.1.g8098, NC_089036.1.g8800, NC_089043.1.g29669	NC_089036.1.g8159, NC_089040.1.g20814	NC_089035.1.g1957, NC_089036.1.g8963, NC_089041.1.g26212		NC_089046.1.g38475	4	1	
OG0002867	NC_089037.1.g11114, NC_089041.1.g25989, NC_089045.1.g36494	NC_089037.1.g11421	NC_089037.1.g11058	NC_089041.1.g25642, NC_089043.1.g31257		NC_089037.1.g10722, NC_089037.1.g11193, NC_089037.1.g11544, NC_089037.1.g11545			4	1	
OG0002874	NC_089037.1.g11798, NC_089042.1.g27900	NC_089037.1.g11744, NC_089042.1.g27735	NC_089037.1.g11752, NC_089042.1.g27759	NC_089042.1.g27554			NC_089037.1.g11735, NC_089042.1.g27731	NC_089037.1.g11805, NC_089042.1.g27807	5	1	
OG0002878	NC_089037.1.g12327, NC_089040.1.g23623	NC_089037.1.g12253	NC_089037.1.g12286, NC_089040.1.g22397, NC_089040.1.g23503, NC_089046.1.g38124			NC_089037.1.g12422, NC_089040.1.g22682, NC_089040.1.g22683, NC_089040.1.g23806			3	1	
OG0002880	NC_089037.1.g12781, NC_089045.1.g36133, NC_089046.1.g39373	NC_089037.1.g12708, NC_089045.1.g35981		NC_089037.1.g12668, NC_089045.1.g35675, NC_089046.1.g38827				NC_089037.1.g12790, NC_089039.1.g20342, NC_089045.1.g36113	3	1	
OG0002884	NC_089038.1.g14281, NC_089038.1.g14283	NC_089038.1.g14173, NC_089038.1.g14177	NC_089038.1.g14217		NC_089038.1.g14213, NC_089038.1.g14216		NC_089038.1.g14212, NC_089038.1.g14214	NC_089038.1.g14271, NC_089038.1.g14273	5	1	
OG0002891	NC_089038.1.g15034	NC_089036.1.g6358				NC_089038.1.g15149, NC_089040.1.g22451, NC_089040.1.g22452, NC_089041.1.g25731, NC_089045.1.g36107		NC_089038.1.g15028, NC_089041.1.g25433, NC_089042.1.g28030, NC_089045.1.g35749	3	1	
OG0002892	NC_089038.1.g15176, NC_089038.1.g15179, NC_089038.1.g15185, NC_089038.1.g15186, NC_089038.1.g15192		NC_089038.1.g15098	NC_089038.1.g15044	NC_089038.1.g15130	NC_089038.1.g15305		NC_089038.1.g15159, NC_089038.1.g15169	5	1	
OG0002893	NC_089038.1.g15541	NC_089038.1.g15433, NC_089040.1.g22014			NC_089038.1.g15493, NC_089040.1.g22144, NC_089040.1.g22148	NC_089040.1.g22345, NC_089040.1.g22350	NC_089038.1.g15480	NC_089038.1.g15506, NC_089040.1.g22074	5	1	
OG0002899	NC_089039.1.g17786, NC_089039.1.g20698	NC_089039.1.g17620, NC_089039.1.g20560	NC_089039.1.g17692, NC_089039.1.g20603		NC_089039.1.g20663	NC_089039.1.g17934, NC_089039.1.g20865		NC_089039.1.g17735, NC_089039.1.g20621	5	1	
OG0002910	NC_089039.1.g20594	NC_089035.1.g3645, NC_089039.1.g20453	NC_089035.1.g3644, NC_089038.1.g14098, NC_089039.1.g20498		NC_089040.1.g23546	NC_089035.1.g3683, NC_089038.1.g14255, NC_089039.1.g20765		NC_089040.1.g23468	5	1	
OG0002932	NC_089041.1.g24330	NC_089041.1.g24154, NC_089041.1.g24156	NC_089041.1.g24184, NC_089041.1.g24186	NC_089041.1.g24003, NC_089041.1.g24005	NC_089041.1.g24274, NC_089041.1.g24276	NC_089041.1.g24478, NC_089041.1.g24480			5	1	
OG0002940	NC_089041.1.g26858, NC_089041.1.g26860	NC_089041.1.g26713		NC_089041.1.g26499, NC_089041.1.g26501		NC_089041.1.g27052, NC_089041.1.g27054	NC_089041.1.g26673, NC_089041.1.g26675	NC_089041.1.g26755, NC_089041.1.g26757	5	1	
OG0002941	NC_089041.1.g27072, NC_089042.1.g27179		NC_089042.1.g27019	NC_089041.1.g26710	NC_089039.1.g19148, NC_089041.1.g27013, NC_089042.1.g27117	NC_089041.1.g27264		NC_089039.1.g19140, NC_089041.1.g26962, NC_089042.1.g27069	5	1	
OG0002954	NC_089042.1.g29547, NC_089042.1.g29548	NC_089042.1.g29388, NC_089042.1.g29389		NC_089042.1.g29120, NC_089042.1.g29121	NC_089042.1.g29496, NC_089042.1.g29497	NC_089042.1.g29752, NC_089042.1.g29753	NC_089042.1.g29333		5	1	
OG0003000	NC_089045.1.g36536, NC_089045.1.g36571	NC_089045.1.g36419		NC_089045.1.g36068, NC_089045.1.g36100	NC_089044.1.g33812, NC_089045.1.g36582	NC_089045.1.g36903, NC_089045.1.g36937	NC_089045.1.g36274, NC_089045.1.g36310		5	1	
OG0003004	NC_089046.1.g37546	NC_089045.1.g34596, NC_089046.1.g37379	NC_089045.1.g34518, NC_089046.1.g37308		NC_089045.1.g34754, NC_089046.1.g37559		NC_089045.1.g34510, NC_089046.1.g37278	NC_089045.1.g34721, NC_089046.1.g37484	5	1	
OG0003009	NC_089046.1.g38441	NC_089035.1.g4238, NC_089046.1.g38290, NC_089046.1.g38458		NC_089035.1.g4186, NC_089046.1.g37898	NC_089046.1.g38466	NC_089046.1.g38821		NC_089035.1.g4214, NC_089046.1.g38366, NC_089046.1.g38537	5	1	
OG0003010	NC_089046.1.g38492		NC_089044.1.g32603, NC_089046.1.g38249	NC_089044.1.g32342, NC_089046.1.g37948	NC_089044.1.g32787, NC_089046.1.g38528		NC_089044.1.g32547, NC_089046.1.g38207	NC_089044.1.g32741, NC_089046.1.g38422	5	1	
OG0003019		NC_089035.1.g2127, NC_089036.1.g7889			NC_089035.1.g2116, NC_089036.1.g7895	NC_089035.1.g2162, NC_089035.1.g3617, NC_089036.1.g7990	NC_089035.1.g2107, NC_089036.1.g7893	NC_089035.1.g2102, NC_089036.1.g7918	5	0	
OG0003020		NC_089035.1.g2316, NC_089039.1.g20315, NC_089042.1.g28278	NC_089035.1.g2307, NC_089042.1.g28292	NC_089035.1.g2302, NC_089042.1.g28048		NC_089035.1.g2358, NC_089042.1.g28636		NC_089035.1.g2292, NC_089042.1.g28355	5	0	
OG0003022		NC_089036.1.g5515, NC_089041.1.g24642	NC_089036.1.g5517, NC_089041.1.g24671	NC_089036.1.g5452, NC_089041.1.g24506		NC_089036.1.g5579, NC_089041.1.g24973, NC_089042.1.g28813	NC_089036.1.g5476, NC_089041.1.g24630		5	0	
OG0003037			NC_089038.1.g14283, NC_089038.1.g16607, NC_089044.1.g33030		NC_089035.1.g3917, NC_089037.1.g11192, NC_089038.1.g14286	NC_089038.1.g14454, NC_089038.1.g16837, NC_089044.1.g33522		NC_089038.1.g14343, NC_089044.1.g33177	4	0	
OG0003038					NC_089035.1.g4599, NC_089039.1.g18373, NC_089042.1.g28558, NC_089045.1.g35636	NC_089042.1.g28789, NC_089045.1.g35963	NC_089035.1.g4578, NC_089039.1.g18348, NC_089042.1.g28338, NC_089042.1.g28397, NC_089045.1.g35380		3	0	
OG0003039						NC_089039.1.g18469		NC_089039.1.g18268, NC_089039.1.g18269, NC_089039.1.g18270, NC_089039.1.g18271, NC_089044.1.g32505, NC_089044.1.g32549, NC_089044.1.g32550, NC_089044.1.g32590, NC_089044.1.g32591, NC_089044.1.g32634	2	0	
OG0003042	NC_089035.1.g105, NC_089035.1.g108	NC_089035.1.g106	NC_089035.1.g106		NC_089035.1.g100, NC_089035.1.g102	NC_089035.1.g109, NC_089035.1.g112		NC_089035.1.g105, NC_089041.1.g25152	5	1	
OG0003048	NC_089035.1.g790, NC_089044.1.g33303		NC_089035.1.g762, NC_089043.1.g30477		NC_089035.1.g766, NC_089043.1.g30587	NC_089035.1.g802, NC_089044.1.g33631		NC_089035.1.g773, NC_089043.1.g30575	4	1	
OG0003057	NC_089035.1.g2215, NC_089037.1.g11054, NC_089046.1.g38762	NC_089035.1.g2193, NC_089037.1.g11005			NC_089037.1.g11019, NC_089046.1.g38811	NC_089037.1.g11138	NC_089037.1.g11013	NC_089037.1.g11057	5	1	
OG0003090	NC_089036.1.g6097, NC_089041.1.g24922	NC_089041.1.g24739	NC_089036.1.g6103, NC_089041.1.g24764		NC_089036.1.g6088, NC_089041.1.g24868	NC_089036.1.g6156, NC_089041.1.g25068		NC_089041.1.g24776	5	1	
OG0003093	NC_089036.1.g6818, NC_089036.1.g7146	NC_089037.1.g11860, NC_089042.1.g28190	NC_089038.1.g14827, NC_089040.1.g22956	NC_089035.1.g1877, NC_089044.1.g32641, NC_089046.1.g37432	NC_089044.1.g33081				4	1	
OG0003094	NC_089036.1.g6873, NC_089042.1.g27696, NC_089044.1.g32669, NC_089045.1.g36702	NC_089045.1.g36552	NC_089044.1.g32486	NC_089045.1.g36222	NC_089044.1.g32663			NC_089044.1.g32623, NC_089045.1.g36661	5	1	
OG0003099	NC_089036.1.g7096	NC_089042.1.g28428, NC_089043.1.g32043	NC_089041.1.g24006, NC_089042.1.g28450, NC_089043.1.g32021	NC_089036.1.g7009	NC_089043.1.g32171	NC_089036.1.g7160, NC_089042.1.g28783			5	1	
OG0003105	NC_089036.1.g8027, NC_089038.1.g16262, NC_089038.1.g16264				NC_089036.1.g8002, NC_089038.1.g16214, NC_089038.1.g16216			NC_089035.1.g4146, NC_089036.1.g8029, NC_089038.1.g16220, NC_089038.1.g16222	2	1	
OG0003106	NC_089036.1.g8147, NC_089038.1.g14358, NC_089043.1.g31159	NC_089036.1.g8118, NC_089041.1.g26540, NC_089046.1.g37877			NC_089046.1.g38075	NC_089038.1.g14459	NC_089036.1.g8122	NC_089046.1.g37990	5	1	
OG0003107	NC_089036.1.g8324, NC_089039.1.g17867, NC_089045.1.g37002	NC_089045.1.g36853		NC_089036.1.g8235, NC_089039.1.g17721, NC_089045.1.g36512	NC_089045.1.g37029	NC_089036.1.g8401, NC_089045.1.g37372			4	1	
OG0003118	NC_089037.1.g11006, NC_089044.1.g33903	NC_089036.1.g9153, NC_089044.1.g33766, NC_089044.1.g34124	NC_089044.1.g33685			NC_089044.1.g34598	NC_089044.1.g34043	NC_089044.1.g33883, NC_089044.1.g34253	5	1	
OG0003122	NC_089037.1.g11217, NC_089041.1.g27031	NC_089037.1.g11158, NC_089041.1.g26873	NC_089037.1.g11153, NC_089041.1.g26879			NC_089037.1.g11289		NC_089041.1.g26923, NC_089041.1.g26926, NC_089041.1.g26928	4	1	
OG0003124	NC_089037.1.g11612, NC_089039.1.g18868, NC_089040.1.g23040, NC_089041.1.g25629	NC_089039.1.g18689, NC_089040.1.g22874	NC_089040.1.g22930		NC_089040.1.g23011	NC_089037.1.g11696		NC_089040.1.g22934	5	1	
OG0003125	NC_089037.1.g11623	NC_089037.1.g11584	NC_089037.1.g11586, NC_089044.1.g33816		NC_089037.1.g11598, NC_089044.1.g34056		NC_089037.1.g11580, NC_089044.1.g33817	NC_089037.1.g11642, NC_089044.1.g34024	5	1	
OG0003128	NC_089037.1.g12153, NC_089039.1.g17756, NC_089039.1.g18646, NC_089041.1.g27159, NC_089043.1.g32206, NC_089046.1.g39348				NC_089041.1.g27097		NC_089035.1.g3562	NC_089035.1.g1029, NC_089035.1.g3562	3	1	
OG0003132	NC_089037.1.g12445, NC_089039.1.g19879	NC_089037.1.g12369, NC_089039.1.g19726	NC_089037.1.g12399, NC_089039.1.g19777	NC_089037.1.g12330, NC_089039.1.g19706			NC_089037.1.g12370, NC_089039.1.g19782		4	1	
OG0003146	NC_089038.1.g14305	NC_089038.1.g14206, NC_089038.1.g14215	NC_089038.1.g14233, NC_089038.1.g14244	NC_089038.1.g14171, NC_089038.1.g14177		NC_089038.1.g14399		NC_089038.1.g14298, NC_089038.1.g14306	5	1	
OG0003150	NC_089038.1.g14859, NC_089040.1.g22428, NC_089045.1.g36427	NC_089039.1.g18018, NC_089039.1.g19500		NC_089038.1.g14701, NC_089038.1.g14724	NC_089037.1.g11976			NC_089042.1.g28716, NC_089044.1.g33282	4	1	
OG0003153	NC_089038.1.g14951, NC_089038.1.g14984	NC_089038.1.g14853, NC_089038.1.g14885	NC_089038.1.g14905	NC_089038.1.g14849	NC_089038.1.g14896, NC_089038.1.g14927	NC_089038.1.g15068, NC_089038.1.g15098			5	1	
OG0003164	NC_089038.1.g16259	NC_089038.1.g16151, NC_089041.1.g24852, NC_089043.1.g30317	NC_089035.1.g1683, NC_089041.1.g24868, NC_089043.1.g30298		NC_089043.1.g30401	NC_089036.1.g7662		NC_089038.1.g16217	5	1	
OG0003166	NC_089038.1.g16715, NC_089040.1.g21637, NC_089044.1.g34374	NC_089038.1.g16578, NC_089040.1.g21477			NC_089038.1.g16654	NC_089038.1.g16847, NC_089044.1.g34716		NC_089038.1.g16659, NC_089040.1.g21534	4	1	
OG0003177	NC_089039.1.g18600, NC_089042.1.g29175		NC_089042.1.g29017	NC_089042.1.g28742	NC_089036.1.g6764, NC_089040.1.g21756, NC_089041.1.g23988, NC_089042.1.g29110, NC_089044.1.g33571		NC_089042.1.g28956		4	1	
OG0003178	NC_089039.1.g18914, NC_089041.1.g24180	NC_089039.1.g18738, NC_089041.1.g24011				NC_089039.1.g19064, NC_089039.1.g19065, NC_089041.1.g24341	NC_089039.1.g18833	NC_089039.1.g18856, NC_089041.1.g24051	4	1	
OG0003184	NC_089039.1.g19828, NC_089039.1.g19835	NC_089039.1.g19673, NC_089039.1.g19680	NC_089039.1.g19725, NC_089039.1.g19732	NC_089039.1.g19663	NC_089039.1.g19780, NC_089039.1.g19787	NC_089039.1.g20009			5	1	
OG0003196	NC_089040.1.g21335, NC_089045.1.g36964	NC_089045.1.g36814	NC_089040.1.g21231, NC_089045.1.g36738		NC_089040.1.g21297, NC_089045.1.g36991	NC_089045.1.g37327		NC_089040.1.g21249, NC_089045.1.g36919	5	1	
OG0003203	NC_089040.1.g22427	NC_089040.1.g22267, NC_089043.1.g30786	NC_089040.1.g22305, NC_089043.1.g30755, NC_089046.1.g37991		NC_089046.1.g38246	NC_089043.1.g31188	NC_089038.1.g14651, NC_089046.1.g37958		5	1	
OG0003205	NC_089040.1.g22479, NC_089040.1.g23057	NC_089040.1.g22886	NC_089040.1.g22359, NC_089040.1.g22943	NC_089035.1.g2013, NC_089040.1.g22760	NC_089044.1.g33128	NC_089040.1.g22643, NC_089040.1.g23231			5	1	
OG0003208	NC_089040.1.g22955, NC_089045.1.g35239	NC_089040.1.g22789, NC_089045.1.g35090		NC_089040.1.g22663, NC_089045.1.g34793	NC_089040.1.g22913, NC_089045.1.g35246			NC_089040.1.g22838, NC_089045.1.g35226	4	1	
OG0003214	NC_089041.1.g24216, NC_089041.1.g24217	NC_089041.1.g24047, NC_089041.1.g24048	NC_089041.1.g24082	NC_089041.1.g23901	NC_089041.1.g24163, NC_089041.1.g24164			NC_089041.1.g24089, NC_089041.1.g24090	5	1	
OG0003215	NC_089041.1.g24402, NC_089041.1.g24405, NC_089041.1.g24408, NC_089041.1.g24412		NC_089041.1.g24255, NC_089041.1.g24259, NC_089041.1.g24263, NC_089041.1.g24267			NC_089041.1.g24549		NC_089041.1.g24257	3	1	
OG0003217	NC_089041.1.g24613, NC_089044.1.g32507, NC_089046.1.g37452	NC_089044.1.g32369		NC_089041.1.g24300	NC_089041.1.g24569, NC_089044.1.g32490, NC_089044.1.g32491	NC_089044.1.g32792	NC_089041.1.g24426		5	1	
OG0003227	NC_089041.1.g25286, NC_089042.1.g28805, NC_089044.1.g32801, NC_089046.1.g38814	NC_089038.1.g14098, NC_089042.1.g28640					NC_089041.1.g25092, NC_089042.1.g28020, NC_089042.1.g28598, NC_089044.1.g32565		2	1	
OG0003243	NC_089042.1.g27848			NC_089040.1.g23228, NC_089042.1.g27503	NC_089040.1.g22758, NC_089042.1.g27800	NC_089040.1.g22971, NC_089042.1.g28051	NC_089040.1.g22634	NC_089040.1.g22677, NC_089045.1.g35507	5	1	
OG0003244	NC_089042.1.g27906, NC_089042.1.g27916			NC_089042.1.g27559, NC_089042.1.g27571	NC_089042.1.g27856, NC_089042.1.g27867	NC_089042.1.g28108, NC_089042.1.g28117	NC_089042.1.g27735, NC_089042.1.g27744		4	1	
OG0003248	NC_089042.1.g28368		NC_089042.1.g28207, NC_089042.1.g28208, NC_089042.1.g28213			NC_089042.1.g28552, NC_089042.1.g28553, NC_089042.1.g28554		NC_089042.1.g28271, NC_089042.1.g28272, NC_089042.1.g28274	3	1	
OG0003259	NC_089043.1.g30362, NC_089043.1.g30370	NC_089043.1.g30217, NC_089043.1.g30218	NC_089043.1.g30211	NC_089043.1.g29947, NC_089043.1.g29955		NC_089043.1.g30610, NC_089043.1.g30618	NC_089043.1.g30138		5	1	
OG0003264	NC_089043.1.g31535, NC_089043.1.g31537, NC_089043.1.g31539, NC_089043.1.g31541	NC_089043.1.g31368, NC_089043.1.g31371				NC_089043.1.g31799, NC_089043.1.g31801, NC_089043.1.g31803, NC_089043.1.g31805			2	1	
OG0003266	NC_089043.1.g31990, NC_089043.1.g31998			NC_089043.1.g31555, NC_089043.1.g31563	NC_089043.1.g31945, NC_089043.1.g31953	NC_089043.1.g32264, NC_089043.1.g32272		NC_089043.1.g31925, NC_089043.1.g31933	4	1	
OG0003277	NC_089044.1.g33570, NC_089044.1.g33571			NC_089044.1.g33147	NC_089044.1.g33594, NC_089044.1.g33595	NC_089044.1.g33908	NC_089044.1.g33348, NC_089044.1.g33349	NC_089044.1.g33562, NC_089044.1.g33563	5	1	
OG0003283	NC_089045.1.g34759, NC_089045.1.g34763	NC_089045.1.g34612	NC_089045.1.g34531, NC_089045.1.g34534	NC_089045.1.g34305, NC_089045.1.g34309	NC_089045.1.g34767	NC_089045.1.g35089, NC_089045.1.g35094			5	1	
OG0003286	NC_089045.1.g35612, NC_089046.1.g38105, NC_089046.1.g38147	NC_089046.1.g37944, NC_089046.1.g37984	NC_089046.1.g37870, NC_089046.1.g37912		NC_089046.1.g38129	NC_089046.1.g38483, NC_089046.1.g38524			4	1	
OG0003300	NC_089045.1.g36599	NC_089045.1.g36444, NC_089045.1.g36448	NC_089045.1.g36373, NC_089045.1.g36376, NC_089045.1.g36377, NC_089045.1.g36378				NC_089045.1.g36339	NC_089045.1.g36556, NC_089045.1.g36560	4	1	
OG0003303	NC_089045.1.g36841	NC_089045.1.g36688, NC_089045.1.g36689	NC_089045.1.g36611		NC_089045.1.g36877, NC_089045.1.g36878	NC_089045.1.g37195, NC_089045.1.g37196		NC_089045.1.g36795, NC_089045.1.g36796	5	1	
OG0003304	NC_089045.1.g36868	NC_089045.1.g36716	NC_089045.1.g36640, NC_089046.1.g38664	NC_089045.1.g36372, NC_089046.1.g38362		NC_089045.1.g37227, NC_089046.1.g39304		NC_089045.1.g36832, NC_089046.1.g38841	5	1	
OG0003307	NC_089045.1.g37109, NC_089045.1.g37122	NC_089045.1.g36945, NC_089045.1.g36953	NC_089045.1.g36874, NC_089045.1.g36884			NC_089045.1.g37471, NC_089045.1.g37482	NC_089045.1.g36853, NC_089045.1.g36867		4	1	
OG0003326		NC_089035.1.g2909, NC_089037.1.g10588		NC_089035.1.g2883, NC_089037.1.g10537	NC_089035.1.g2910, NC_089037.1.g10596	NC_089035.1.g2950, NC_089037.1.g10716	NC_089035.1.g2899, NC_089037.1.g10596		5	0	
OG0003330		NC_089036.1.g7670, NC_089036.1.g7678		NC_089036.1.g7620, NC_089036.1.g7629	NC_089036.1.g7670, NC_089036.1.g7678		NC_089036.1.g7670, NC_089036.1.g7678	NC_089036.1.g7705, NC_089036.1.g7714	5	0	
OG0003336		NC_089039.1.g18028, NC_089043.1.g30075	NC_089041.1.g24765, NC_089043.1.g30068	NC_089039.1.g18033, NC_089041.1.g24602		NC_089039.1.g18338, NC_089041.1.g25069, NC_089043.1.g30458		NC_089043.1.g30172	5	0	
OG0003337		NC_089039.1.g18173, NC_089039.1.g18474, NC_089043.1.g29950			NC_089039.1.g18599, NC_089043.1.g30056	NC_089039.1.g18480, NC_089043.1.g30338	NC_089039.1.g18263, NC_089039.1.g18579, NC_089043.1.g29881		4	0	
OG0003339		NC_089041.1.g24644			NC_089036.1.g6872, NC_089037.1.g11788, NC_089038.1.g14105, NC_089039.1.g18701, NC_089040.1.g22384, NC_089040.1.g22386, NC_089042.1.g28726, NC_089044.1.g33036, NC_089045.1.g34657				2	0	
OG0003346		NC_089045.1.g34354, NC_089046.1.g37135		NC_089040.1.g20999	NC_089045.1.g34508	NC_089040.1.g21353, NC_089045.1.g34834, NC_089046.1.g37660	NC_089039.1.g20107, NC_089040.1.g21074, NC_089045.1.g34270		5	0	
OG0003347		NC_089045.1.g35470	NC_089045.1.g35400		NC_089040.1.g21329, NC_089045.1.g35633, NC_089045.1.g37144, NC_089046.1.g38171	NC_089045.1.g35961		NC_089045.1.g35611, NC_089046.1.g38050, NC_089046.1.g38093	5	0	
OG0003350			NC_089035.1.g3936, NC_089038.1.g16608, NC_089040.1.g22556		NC_089035.1.g3918, NC_089040.1.g22637	NC_089035.1.g3982, NC_089040.1.g22843, NC_089043.1.g31904		NC_089035.1.g3903, NC_089040.1.g22555	4	0	
OG0003352			NC_089038.1.g14164		NC_089041.1.g25823	NC_089038.1.g16372, NC_089041.1.g26038, NC_089043.1.g30484, NC_089044.1.g33724, NC_089044.1.g33727	NC_089041.1.g24883	NC_089036.1.g6592, NC_089040.1.g22301	5	0	
OG0003353			NC_089038.1.g15469, NC_089039.1.g18505, NC_089039.1.g19068, NC_089042.1.g28160		NC_089042.1.g28271		NC_089038.1.g15503, NC_089039.1.g18316, NC_089042.1.g28120	NC_089039.1.g18567, NC_089042.1.g28221	4	0	
