Orthogroup	AGIS1.0	BSM	CI	GJ	IN	KM	MPE	PP	cultivar_occupancy	reference_present	private_cultivar
OG0038347	NC_089035.1.g3398					NC_089035.1.g3431			1	1	KM
OG0038348	NC_089035.1.g3413			NC_089035.1.g3355					1	1	GJ
OG0038349	NC_089035.1.g3457					NC_089035.1.g3488			1	1	KM
OG0038350	NC_089035.1.g3521	NC_089035.1.g3515							1	1	BSM
OG0038351	NC_089035.1.g3531					NC_089035.1.g3557			1	1	KM
OG0038352	NC_089035.1.g3671		NC_089035.1.g3665						1	1	CI
OG0038353	NC_089035.1.g3737					NC_089035.1.g3774			1	1	KM
OG0038354	NC_089035.1.g3931	NC_089035.1.g3921							1	1	BSM
OG0038355	NC_089035.1.g4121			NC_089035.1.g4054					1	1	GJ
OG0038356	NC_089035.1.g4152					NC_089035.1.g4192			1	1	KM
OG0038357	NC_089035.1.g4168			NC_089035.1.g4101					1	1	GJ
OG0038358	NC_089035.1.g4331				NC_089035.1.g4311				1	1	IN
OG0038359	NC_089035.1.g4365	NC_089035.1.g4347							1	1	BSM
OG0038360	NC_089035.1.g4409			NC_089035.1.g4333					1	1	GJ
OG0038361	NC_089035.1.g4456					NC_089035.1.g4496			1	1	KM
OG0038362	NC_089035.1.g4488						NC_089035.1.g4438		1	1	MPE
OG0038363	NC_089035.1.g4532				NC_089035.1.g4515				1	1	IN
OG0038364	NC_089035.1.g4880					NC_089035.1.g4920			1	1	KM
OG0038365	NC_089035.1.g5015			NC_089035.1.g4939					1	1	GJ
OG0038366	NC_089035.1.g5058					NC_089035.1.g5103			1	1	KM
OG0038367	NC_089035.1.g5218					NC_089035.1.g5266			1	1	KM
OG0038368	NC_089035.1.g5223						NC_089035.1.g5173		1	1	MPE
OG0038369	NC_089036.1.g5625				NC_089036.1.g5624				1	1	IN
OG0038370	NC_089036.1.g5631						NC_089036.1.g5593		1	1	MPE
OG0038371	NC_089036.1.g6052					NC_089036.1.g6111			1	1	KM
OG0038372	NC_089036.1.g6059					NC_089036.1.g6118			1	1	KM
OG0038373	NC_089036.1.g6194					NC_089036.1.g6260			1	1	KM
OG0038374	NC_089036.1.g6235	NC_089036.1.g6228							1	1	BSM
OG0038375	NC_089036.1.g6280					NC_089036.1.g6348			1	1	KM
OG0038376	NC_089036.1.g6292				NC_089036.1.g6281				1	1	IN
OG0038377	NC_089036.1.g6296			NC_089036.1.g6234					1	1	GJ
OG0038378	NC_089036.1.g6315			NC_089036.1.g6255					1	1	GJ
OG0038379	NC_089036.1.g6575					NC_089036.1.g6655			1	1	KM
OG0038380	NC_089036.1.g6802			NC_089036.1.g6726					1	1	GJ
OG0038381	NC_089036.1.g6813					NC_089036.1.g6899			1	1	KM
OG0038382	NC_089036.1.g6847		NC_089036.1.g6826						1	1	CI
OG0038383	NC_089036.1.g6848	NC_089036.1.g6814							1	1	BSM
OG0038384	NC_089036.1.g6849	NC_089036.1.g6815							1	1	BSM
OG0038385	NC_089036.1.g6859					NC_089036.1.g6940			1	1	KM
OG0038386	NC_089036.1.g6867					NC_089036.1.g6946			1	1	KM
OG0038387	NC_089036.1.g6958					NC_089036.1.g7032			1	1	KM
OG0038388	NC_089036.1.g6971					NC_089036.1.g7045			1	1	KM
OG0038389	NC_089036.1.g6987					NC_089036.1.g7060			1	1	KM
OG0038390	NC_089036.1.g7110					NC_089036.1.g7180			1	1	KM
OG0038391	NC_089036.1.g7141			NC_089036.1.g7054					1	1	GJ
OG0038392	NC_089036.1.g7181		NC_089036.1.g7137						1	1	CI
OG0038393	NC_089036.1.g7195			NC_089036.1.g7104					1	1	GJ
OG0038394	NC_089036.1.g7218					NC_089036.1.g7282			1	1	KM
OG0038395	NC_089036.1.g7219					NC_089036.1.g7283			1	1	KM
OG0038396	NC_089036.1.g7235				NC_089036.1.g7215				1	1	IN
OG0038397	NC_089036.1.g7316			NC_089036.1.g7230					1	1	GJ
OG0038398	NC_089036.1.g7402					NC_089036.1.g7466			1	1	KM
OG0038399	NC_089036.1.g7532			NC_089036.1.g7451					1	1	GJ
OG0038400	NC_089036.1.g7556					NC_089036.1.g7625			1	1	KM
OG0038401	NC_089036.1.g7629			NC_089036.1.g7547					1	1	GJ
OG0038402	NC_089036.1.g7631				NC_089036.1.g7604				1	1	IN
OG0038403	NC_089036.1.g8118					NC_089036.1.g8191			1	1	KM
OG0038404	NC_089036.1.g8163					NC_089036.1.g8234			1	1	KM
OG0038405	NC_089036.1.g8538					NC_089036.1.g8620			1	1	KM
OG0038406	NC_089036.1.g8656	NC_089036.1.g8633							1	1	BSM
OG0038407	NC_089036.1.g8707					NC_089036.1.g8790			1	1	KM
OG0038408	NC_089036.1.g8743			NC_089036.1.g8662					1	1	GJ
OG0038409	NC_089036.1.g8795			NC_089036.1.g8716					1	1	GJ
OG0038410	NC_089036.1.g8897					NC_089036.1.g8980			1	1	KM
OG0038412	NC_089036.1.g9011			NC_089036.1.g8933					1	1	GJ
OG0038413	NC_089036.1.g9015					NC_089036.1.g9101			1	1	KM
OG0038414	NC_089036.1.g9110	NC_089036.1.g9091							1	1	BSM
OG0038415	NC_089036.1.g9169					NC_089036.1.g9259			1	1	KM
OG0038416	NC_089036.1.g9355	NC_089036.1.g9332							1	1	BSM
OG0038417	NC_089036.1.g9356	NC_089036.1.g9333							1	1	BSM
OG0038418	NC_089036.1.g9414					NC_089036.1.g9503			1	1	KM
OG0038419	NC_089037.1.g9511			NC_089037.1.g9437					1	1	GJ
OG0038420	NC_089037.1.g9841						NC_089037.1.g9799		1	1	MPE
OG0038421	NC_089037.1.g9902			NC_089037.1.g9822					1	1	GJ
OG0038422	NC_089037.1.g9991							NC_089037.1.g9993	1	1	PP
OG0038423	NC_089037.1.g9992							NC_089037.1.g9994	1	1	PP
OG0038424	NC_089037.1.g10113							NC_089037.1.g10119	1	1	PP
OG0038425	NC_089037.1.g10183					NC_089037.1.g10282			1	1	KM
OG0038426	NC_089037.1.g10224					NC_089037.1.g10325			1	1	KM
OG0038427	NC_089037.1.g10227			NC_089037.1.g10147					1	1	GJ
OG0038428	NC_089037.1.g10292					NC_089037.1.g10394			1	1	KM
OG0038429	NC_089037.1.g10351						NC_089037.1.g10329		1	1	MPE
OG0038430	NC_089037.1.g10417					NC_089037.1.g10519			1	1	KM
OG0038431	NC_089037.1.g10431			NC_089037.1.g10351					1	1	GJ
OG0038432	NC_089037.1.g10516							NC_089037.1.g10530	1	1	PP
OG0038433	NC_089037.1.g10546							NC_089037.1.g10560	1	1	PP
OG0038434	NC_089037.1.g10567					NC_089037.1.g10662			1	1	KM
OG0038435	NC_089037.1.g10585					NC_089037.1.g10681			1	1	KM
OG0038436	NC_089037.1.g10635					NC_089046.1.g38993			1	1	KM
OG0038437	NC_089037.1.g10658						NC_089037.1.g10632		1	1	MPE
OG0038438	NC_089037.1.g10779							NC_089037.1.g10790	1	1	PP
OG0038439	NC_089037.1.g10937							NC_089037.1.g10949	1	1	PP
OG0038440	NC_089037.1.g10967			NC_089037.1.g10884					1	1	GJ
OG0038442	NC_089037.1.g11107					NC_089037.1.g11186			1	1	KM
OG0038443	NC_089037.1.g11140					NC_089037.1.g11216			1	1	KM
OG0038444	NC_089037.1.g11141					NC_089037.1.g11217			1	1	KM
OG0038445	NC_089037.1.g11153			NC_089037.1.g11052					1	1	GJ
OG0038446	NC_089037.1.g11163					NC_089037.1.g11236			1	1	KM
OG0038447	NC_089037.1.g11185					NC_089037.1.g11257			1	1	KM
OG0038448	NC_089037.1.g11248	NC_089037.1.g11188							1	1	BSM
OG0038449	NC_089037.1.g11522					NC_089037.1.g11601			1	1	KM
OG0038450	NC_089037.1.g11567					NC_089037.1.g11648			1	1	KM
OG0038451	NC_089037.1.g11582					NC_089037.1.g11665			1	1	KM
OG0038452	NC_089037.1.g11601					NC_089037.1.g11685			1	1	KM
OG0038453	NC_089037.1.g11637		NC_089037.1.g11602						1	1	CI
OG0038454	NC_089037.1.g11647					NC_089037.1.g11733			1	1	KM
OG0038455	NC_089037.1.g11742			NC_089037.1.g11638					1	1	GJ
OG0038456	NC_089037.1.g11849		NC_089037.1.g11806						1	1	CI
OG0038457	NC_089037.1.g11878			NC_089037.1.g11772					1	1	GJ
OG0038458	NC_089037.1.g11916			NC_089037.1.g11812					1	1	GJ
OG0038459	NC_089037.1.g11917		NC_089037.1.g11876						1	1	CI
OG0038461	NC_089037.1.g12079		NC_089037.1.g12029						1	1	CI
OG0038462	NC_089037.1.g12194						NC_089037.1.g12116		1	1	MPE
OG0038463	NC_089037.1.g12210						NC_089037.1.g12132		1	1	MPE
OG0038464	NC_089037.1.g12274					NC_089037.1.g12365			1	1	KM
OG0038465	NC_089037.1.g12344	NC_089037.1.g12267							1	1	BSM
OG0038466	NC_089037.1.g12360	NC_089037.1.g12282							1	1	BSM
OG0038467	NC_089037.1.g12367					NC_089037.1.g12457			1	1	KM
OG0038468	NC_089037.1.g12415			NC_089037.1.g12300					1	1	GJ
OG0038469	NC_089037.1.g12467					NC_089037.1.g12562			1	1	KM
OG0038470	NC_089037.1.g12591			NC_089037.1.g12472					1	1	GJ
OG0038471	NC_089037.1.g12620			NC_089037.1.g12505					1	1	GJ
OG0038472	NC_089037.1.g12740			NC_089037.1.g12626					1	1	GJ
OG0038473	NC_089037.1.g12875	NC_089037.1.g12795							1	1	BSM
OG0038474	NC_089037.1.g12983				NC_089037.1.g12939				1	1	IN
OG0038475	NC_089037.1.g13133						NC_089037.1.g13083		1	1	MPE
OG0038476	NC_089037.1.g13374		NC_089043.1.g30047						1	1	CI
OG0038477	NC_089037.1.g13413					NC_089037.1.g13519			1	1	KM
OG0038478	NC_089037.1.g13521	NC_089037.1.g13433							1	1	BSM
OG0038479	NC_089037.1.g13542							NC_089037.1.g13542	1	1	PP
OG0038480	NC_089037.1.g13674					NC_089037.1.g13784			1	1	KM
OG0038481	NC_089037.1.g13709			NC_089037.1.g13595					1	1	GJ
OG0038482	NC_089037.1.g13818		NC_089037.1.g13769						1	1	CI
OG0038483	NC_089038.1.g14046			NC_089038.1.g13928					1	1	GJ
OG0038484	NC_089038.1.g14143			NC_089038.1.g14023					1	1	GJ
OG0038485	NC_089038.1.g14173	NC_089038.1.g14064							1	1	BSM
OG0038486	NC_089038.1.g14194			NC_089038.1.g14074					1	1	GJ
OG0038487	NC_089038.1.g14201			NC_089038.1.g14083					1	1	GJ
OG0038488	NC_089038.1.g14207			NC_089038.1.g14091					1	1	GJ
OG0038490	NC_089038.1.g14253							NC_089038.1.g14245	1	1	PP
OG0038491	NC_089038.1.g14257					NC_089038.1.g14355			1	1	KM
OG0038492	NC_089038.1.g14285	NC_089038.1.g14179							1	1	BSM
OG0038493	NC_089038.1.g14320						NC_089038.1.g14260		1	1	MPE
OG0038494	NC_089038.1.g14386		NC_089038.1.g14316						1	1	CI
OG0038495	NC_089038.1.g14416							NC_089038.1.g14409	1	1	PP
OG0038496	NC_089038.1.g14429					NC_089038.1.g14532			1	1	KM
OG0038497	NC_089038.1.g14510			NC_089038.1.g14375					1	1	GJ
OG0038498	NC_089038.1.g14538							NC_089038.1.g14534	1	1	PP
OG0038499	NC_089038.1.g14588							NC_089038.1.g14589	1	1	PP
OG0038500	NC_089038.1.g14604					NC_089038.1.g14718			1	1	KM
OG0038501	NC_089038.1.g14637						NC_089038.1.g14578		1	1	MPE
OG0038502	NC_089038.1.g14648			NC_089038.1.g14520					1	1	GJ
OG0038503	NC_089038.1.g14663					NC_089038.1.g14778			1	1	KM
OG0038504	NC_089038.1.g14710				NC_089038.1.g14645				1	1	IN
OG0038505	NC_089038.1.g14782				NC_089038.1.g14717				1	1	IN
OG0038506	NC_089038.1.g14869					NC_089038.1.g14985			1	1	KM
OG0038507	NC_089038.1.g14969					NC_089038.1.g15084			1	1	KM
OG0038508	NC_089038.1.g15002					NC_089038.1.g15115			1	1	KM
OG0038509	NC_089038.1.g15010					NC_089038.1.g15125			1	1	KM
OG0038510	NC_089038.1.g15094		NC_089038.1.g15005						1	1	CI
OG0038511	NC_089038.1.g15128			NC_089038.1.g14988					1	1	GJ
OG0038512	NC_089038.1.g15316			NC_089038.1.g15191					1	1	GJ
OG0038513	NC_089038.1.g15343						NC_089037.1.g11591		1	1	MPE
OG0038514	NC_089038.1.g15359			NC_089038.1.g15232					1	1	GJ
OG0038515	NC_089038.1.g15509	NC_089038.1.g15400							1	1	BSM
OG0038516	NC_089038.1.g15611				NC_089038.1.g15566				1	1	IN
OG0038517	NC_089038.1.g15760						NC_089038.1.g15700		1	1	MPE
OG0038518	NC_089038.1.g15998				NC_089038.1.g15947				1	1	IN
OG0038519	NC_089038.1.g16254							NC_089038.1.g16212	1	1	PP
OG0038520	NC_089038.1.g16350					NC_089038.1.g16481			1	1	KM
OG0038521	NC_089038.1.g16351					NC_089038.1.g16482			1	1	KM
OG0038522	NC_089038.1.g16459						NC_089038.1.g16406		1	1	MPE
OG0038523	NC_089038.1.g16593					NC_089038.1.g16722			1	1	KM
OG0038524	NC_089038.1.g16611	NC_089038.1.g16479							1	1	BSM
OG0038525	NC_089038.1.g16644		NC_089038.1.g16547						1	1	CI
OG0038526	NC_089038.1.g16706					NC_089038.1.g16838			1	1	KM
OG0038527	NC_089038.1.g16862				NC_089038.1.g16799				1	1	IN
OG0038528	NC_089039.1.g17620					NC_089039.1.g17756			1	1	KM
OG0038529	NC_089039.1.g17772					NC_089039.1.g17916			1	1	KM
OG0038530	NC_089039.1.g17836	NC_089039.1.g17671							1	1	BSM
OG0038531	NC_089039.1.g17903				NC_089039.1.g17843				1	1	IN
OG0038532	NC_089039.1.g17904				NC_089039.1.g17844				1	1	IN
OG0038533	NC_089039.1.g17915					NC_089039.1.g18063			1	1	KM
OG0038534	NC_089039.1.g17986			NC_089039.1.g17837					1	1	GJ
OG0038535	NC_089039.1.g18047		NC_089039.1.g17955						1	1	CI
OG0038536	NC_089039.1.g18061					NC_089039.1.g18213			1	1	KM
OG0038537	NC_089039.1.g18062					NC_089039.1.g18214			1	1	KM
OG0038538	NC_089039.1.g18075						NC_089039.1.g18006		1	1	MPE
OG0038539	NC_089039.1.g18164		NC_089039.1.g18066						1	1	CI
OG0038540	NC_089039.1.g18191							NC_089039.1.g18133	1	1	PP
OG0038542	NC_089039.1.g18250						NC_089039.1.g18178		1	1	MPE
OG0038543	NC_089039.1.g18380							NC_089039.1.g18332	1	1	PP
OG0038544	NC_089039.1.g18406					NC_089039.1.g18552			1	1	KM
OG0038545	NC_089039.1.g18419						NC_089039.1.g18352		1	1	MPE
OG0038546	NC_089039.1.g18421					NC_089039.1.g18567			1	1	KM
OG0038547	NC_089039.1.g18474						NC_089039.1.g18408		1	1	MPE
OG0038548	NC_089039.1.g18492			NC_089039.1.g18324					1	1	GJ
OG0038549	NC_089039.1.g18544			NC_089039.1.g18382					1	1	GJ
OG0038550	NC_089039.1.g18645					NC_089039.1.g18795			1	1	KM
OG0038551	NC_089039.1.g18700					NC_089039.1.g18853			1	1	KM
OG0038552	NC_089039.1.g18706					NC_089039.1.g18859			1	1	KM
OG0038553	NC_089039.1.g18753		NC_089039.1.g18644						1	1	CI
OG0038554	NC_089039.1.g18755	NC_089039.1.g18583							1	1	BSM
OG0038555	NC_089039.1.g18756	NC_089039.1.g18584							1	1	BSM
OG0038556	NC_089039.1.g18757							NC_089039.1.g18714	1	1	PP
OG0038557	NC_089039.1.g18820			NC_089039.1.g18654					1	1	GJ
OG0038558	NC_089039.1.g18841			NC_089039.1.g18674					1	1	GJ
OG0038559	NC_089039.1.g18843						NC_089039.1.g18772		1	1	MPE
OG0038560	NC_089039.1.g18862	NC_089039.1.g18683							1	1	BSM
OG0038561	NC_089039.1.g18863			NC_089039.1.g18695					1	1	GJ
OG0038562	NC_089039.1.g18866	NC_089039.1.g18686							1	1	BSM
OG0038563	NC_089039.1.g18944			NC_089039.1.g18769					1	1	GJ
OG0038564	NC_089039.1.g18956	NC_089039.1.g18789							1	1	BSM
OG0038565	NC_089039.1.g18982					NC_089039.1.g19138			1	1	KM
OG0038566	NC_089039.1.g19212					NC_089039.1.g19371			1	1	KM
OG0038567	NC_089039.1.g19280			NC_089039.1.g19097					1	1	GJ
OG0038568	NC_089039.1.g19386					NC_089038.1.g14683			1	1	KM
OG0038569	NC_089039.1.g19425			NC_089039.1.g19245					1	1	GJ
OG0038570	NC_089039.1.g19483							NC_089039.1.g19418	1	1	PP
OG0038572	NC_089039.1.g19560					NC_089039.1.g19726			1	1	KM
OG0038573	NC_089039.1.g19583					NC_089039.1.g19748			1	1	KM
OG0038574	NC_089039.1.g19597			NC_089039.1.g19418					1	1	GJ
OG0038575	NC_089039.1.g19742					NC_089039.1.g19910			1	1	KM
OG0038576	NC_089039.1.g19789					NC_089039.1.g19964			1	1	KM
OG0038577	NC_089039.1.g19862					NC_089039.1.g20031			1	1	KM
OG0038578	NC_089039.1.g19951				NC_089039.1.g19907				1	1	IN
OG0038579	NC_089039.1.g20099					NC_089039.1.g20271			1	1	KM
OG0038580	NC_089039.1.g20167					NC_089039.1.g20339			1	1	KM
OG0038581	NC_089039.1.g20483							NC_089039.1.g20406	1	1	PP
OG0038582	NC_089039.1.g20525			NC_089039.1.g20354					1	1	GJ
OG0038583	NC_089039.1.g20537					NC_089039.1.g20707			1	1	KM
OG0038584	NC_089039.1.g20598					NC_089039.1.g20769			1	1	KM
OG0038585	NC_089040.1.g20750		NC_089040.1.g20652						1	1	CI
OG0038586	NC_089040.1.g20844	NC_089040.1.g20698							1	1	BSM
OG0038587	NC_089040.1.g20857			NC_089040.1.g20678					1	1	GJ
OG0038588	NC_089040.1.g21054							NC_089040.1.g20970	1	1	PP
OG0038589	NC_089040.1.g21193							NC_089040.1.g21111	1	1	PP
OG0038590	NC_089040.1.g21242				NC_089040.1.g21208				1	1	IN
OG0038591	NC_089040.1.g21378							NC_089040.1.g21292	1	1	PP
OG0038592	NC_089040.1.g21423			NC_089040.1.g21232					1	1	GJ
OG0038593	NC_089040.1.g21554		NC_089040.1.g21444						1	1	CI
OG0038594	NC_089040.1.g21601							NC_089040.1.g21502	1	1	PP
OG0038595	NC_089040.1.g21697	NC_089040.1.g21539							1	1	BSM
OG0038596	NC_089040.1.g21708					NC_089040.1.g21866			1	1	KM
OG0038597	NC_089040.1.g21808						NC_089040.1.g21687		1	1	MPE
OG0038598	NC_089040.1.g21851			NC_089040.1.g21629					1	1	GJ
OG0038599	NC_089040.1.g21904	NC_089040.1.g21739							1	1	BSM
OG0038600	NC_089040.1.g21923				NC_089040.1.g21879				1	1	IN
OG0038601	NC_089040.1.g21951		NC_089040.1.g21837						1	1	CI
OG0038602	NC_089040.1.g22008							NC_089040.1.g21910	1	1	PP
OG0038603	NC_089040.1.g22105					NC_089040.1.g22262			1	1	KM
OG0038604	NC_089040.1.g22140			NC_089040.1.g21905					1	1	GJ
OG0038605	NC_089040.1.g22217				NC_089040.1.g22186				1	1	IN
OG0038606	NC_089040.1.g22223				NC_089040.1.g22193				1	1	IN
OG0038607	NC_089040.1.g22259			NC_089040.1.g22023					1	1	GJ
OG0038608	NC_089040.1.g22312			NC_089040.1.g22068					1	1	GJ
OG0038609	NC_089040.1.g22341							NC_089041.1.g25377	1	1	PP
OG0038610	NC_089040.1.g22353			NC_089040.1.g22107					1	1	GJ
OG0038611	NC_089040.1.g22356			NC_089040.1.g22110					1	1	GJ
OG0038612	NC_089040.1.g22364	NC_089040.1.g22210							1	1	BSM
OG0038613	NC_089040.1.g22370				NC_089040.1.g22337				1	1	IN
OG0038614	NC_089040.1.g22380					NC_089040.1.g22551			1	1	KM
OG0038615	NC_089040.1.g22420						NC_089040.1.g22275		1	1	MPE
OG0038616	NC_089040.1.g22422					NC_089040.1.g22586			1	1	KM
OG0038617	NC_089040.1.g22484				NC_089040.1.g22441				1	1	IN
OG0038618	NC_089040.1.g22488					NC_089040.1.g22649			1	1	KM
OG0038619	NC_089040.1.g22525							NC_089040.1.g22415	1	1	PP
OG0038621	NC_089040.1.g22543			NC_089040.1.g22263					1	1	GJ
OG0038622	NC_089040.1.g22554						NC_089040.1.g22406		1	1	MPE
OG0038623	NC_089040.1.g22563			NC_089040.1.g22280					1	1	GJ
OG0038624	NC_089040.1.g22583					NC_089040.1.g22749			1	1	KM
OG0038625	NC_089040.1.g22604		NC_089040.1.g22483						1	1	CI
OG0038626	NC_089040.1.g22628					NC_089040.1.g22799			1	1	KM
OG0038627	NC_089040.1.g22640	NC_089040.1.g22474							1	1	BSM
OG0038628	NC_089040.1.g22717				NC_089040.1.g22676				1	1	IN
OG0038629	NC_089040.1.g22783						NC_089040.1.g22624		1	1	MPE
OG0038630	NC_089040.1.g22858	NC_089040.1.g22691							1	1	BSM
OG0038631	NC_089040.1.g22863						NC_089040.1.g22704		1	1	MPE
OG0038632	NC_089040.1.g22965		NC_089040.1.g22849						1	1	CI
OG0038633	NC_089040.1.g23034				NC_089040.1.g23006				1	1	IN
OG0038634	NC_089040.1.g23055			NC_089040.1.g22758					1	1	GJ
OG0038635	NC_089040.1.g23067			NC_089040.1.g22770					1	1	GJ
OG0038636	NC_089040.1.g23278					NC_089040.1.g23453			1	1	KM
OG0038637	NC_089040.1.g23379				NC_089040.1.g23346				1	1	IN
OG0038638	NC_089040.1.g23392							NC_089040.1.g23273	1	1	PP
OG0038639	NC_089040.1.g23394			NC_089040.1.g23094					1	1	GJ
OG0038640	NC_089040.1.g23438	NC_089040.1.g23271							1	1	BSM
OG0038641	NC_089040.1.g23464			NC_089040.1.g23161					1	1	GJ
OG0038642	NC_089040.1.g23500	NC_089040.1.g23331							1	1	BSM
OG0038643	NC_089040.1.g23927		NC_089040.1.g23803						1	1	CI
OG0038644	NC_089040.1.g23966					NC_089040.1.g24124			1	1	KM
OG0038645	NC_089041.1.g24029			NC_089041.1.g23725					1	1	GJ
OG0038646	NC_089041.1.g24033			NC_089035.1.g908					1	1	GJ
OG0038647	NC_089041.1.g24130		NC_089041.1.g24007						1	1	CI
OG0038648	NC_089041.1.g24273				NC_089041.1.g24220				1	1	IN
OG0038649	NC_089041.1.g24353			NC_089041.1.g24027					1	1	GJ
OG0038650	NC_089041.1.g24355				NC_089041.1.g24300				1	1	IN
OG0038651	NC_089041.1.g24365			NC_089041.1.g24039					1	1	GJ
OG0038652	NC_089041.1.g24394					NC_089041.1.g24541			1	1	KM
OG0038653	NC_089041.1.g24500		NC_089041.1.g24355						1	1	CI
OG0038654	NC_089041.1.g24564					NC_089041.1.g24722			1	1	KM
OG0038655	NC_089041.1.g24579				NC_089041.1.g24537				1	1	IN
OG0038656	NC_089041.1.g24607					NC_089041.1.g24762			1	1	KM
OG0038657	NC_089041.1.g24648			NC_089041.1.g24334					1	1	GJ
OG0038659	NC_089041.1.g24873			NC_089041.1.g24554					1	1	GJ
OG0038660	NC_089041.1.g24973					NC_089041.1.g25121			1	1	KM
OG0038661	NC_089041.1.g24995			NC_089041.1.g24672					1	1	GJ
OG0038662	NC_089041.1.g25100				NC_089041.1.g25057				1	1	IN
OG0038663	NC_089041.1.g25121	NC_089035.1.g4493							1	1	BSM
OG0038664	NC_089041.1.g25143						NC_089041.1.g24953		1	1	MPE
OG0038665	NC_089041.1.g25191					NC_089041.1.g25360			1	1	KM
OG0038666	NC_089041.1.g25199					NC_089041.1.g25366			1	1	KM
OG0038667	NC_089041.1.g25211							NC_089041.1.g25078	1	1	PP
OG0038668	NC_089041.1.g25272		NC_089041.1.g25114						1	1	CI
OG0038669	NC_089041.1.g25275	NC_089045.1.g36295							1	1	BSM
OG0038670	NC_089041.1.g25316				NC_089041.1.g25270				1	1	IN
OG0038671	NC_089041.1.g25365			NC_089041.1.g25052					1	1	GJ
OG0038672	NC_089041.1.g25373			NC_089041.1.g25061					1	1	GJ
OG0038673	NC_089041.1.g25430					NC_089041.1.g25603			1	1	KM
OG0038674	NC_089041.1.g25474							NC_089041.1.g25345	1	1	PP
OG0038675	NC_089041.1.g25478					NC_089041.1.g25648			1	1	KM
OG0038676	NC_089041.1.g25479					NC_089041.1.g25649			1	1	KM
OG0038677	NC_089041.1.g25572					NC_089041.1.g25742			1	1	KM
OG0038678	NC_089041.1.g25642	NC_089041.1.g25474							1	1	BSM
OG0038679	NC_089041.1.g25672					NC_089041.1.g25842			1	1	KM
OG0038680	NC_089041.1.g25721					NC_089041.1.g25891			1	1	KM
OG0038681	NC_089041.1.g25731			NC_089041.1.g25393					1	1	GJ
OG0038682	NC_089041.1.g25833	NC_089041.1.g25663							1	1	BSM
OG0038683	NC_089041.1.g25867						NC_089041.1.g25661		1	1	MPE
OG0038684	NC_089041.1.g25874					NC_089041.1.g26034			1	1	KM
OG0038685	NC_089041.1.g26053							NC_089041.1.g25936	1	1	PP
OG0038686	NC_089041.1.g26076						NC_089041.1.g25880		1	1	MPE
OG0038687	NC_089041.1.g26097						NC_089041.1.g25899		1	1	MPE
OG0038688	NC_089041.1.g26163							NC_089041.1.g26038	1	1	PP
OG0038689	NC_089041.1.g26165		NC_089041.1.g26002						1	1	CI
OG0038690	NC_089041.1.g26317					NC_089041.1.g26479			1	1	KM
OG0038691	NC_089041.1.g26468							NC_089041.1.g26352	1	1	PP
OG0038692	NC_089041.1.g26472					NC_089041.1.g26659			1	1	KM
OG0038693	NC_089041.1.g26501			NC_089041.1.g26144					1	1	GJ
OG0038694	NC_089041.1.g26552					NC_089041.1.g26742			1	1	KM
OG0038696	NC_089041.1.g26905						NC_089041.1.g26718		1	1	MPE
OG0038697	NC_089041.1.g26929						NC_089041.1.g26742		1	1	MPE
OG0038698	NC_089041.1.g26992			NC_089041.1.g26634					1	1	GJ
OG0038699	NC_089041.1.g27039			NC_089036.1.g8932					1	1	GJ
OG0038700	NC_089041.1.g27043				NC_089041.1.g26987				1	1	IN
OG0038701	NC_089041.1.g27061					NC_089041.1.g27253			1	1	KM
OG0038702	NC_089041.1.g27120					NC_089041.1.g27311			1	1	KM
OG0038703	NC_089041.1.g27142					NC_089041.1.g27333			1	1	KM
OG0038704	NC_089042.1.g27408		NC_089042.1.g27238						1	1	CI
OG0038705	NC_089042.1.g27434			NC_089042.1.g27070					1	1	GJ
OG0038706	NC_089042.1.g27519			NC_089042.1.g27159					1	1	GJ
OG0038707	NC_089042.1.g27637					NC_089042.1.g27817			1	1	KM
OG0038708	NC_089042.1.g27805					NC_089042.1.g28002			1	1	KM
OG0038709	NC_089042.1.g27809							NC_089042.1.g27713	1	1	PP
OG0038710	NC_089042.1.g27871				NC_089037.1.g12333				1	1	IN
OG0038711	NC_089042.1.g27935					NC_089042.1.g28136			1	1	KM
OG0038712	NC_089042.1.g27967					NC_089042.1.g28172			1	1	KM
OG0038713	NC_089042.1.g28003					NC_089042.1.g28206			1	1	KM
OG0038714	NC_089042.1.g28091				NC_089042.1.g28051				1	1	IN
OG0038715	NC_089042.1.g28101			NC_089042.1.g27742					1	1	GJ
OG0038716	NC_089042.1.g28113							NC_089042.1.g28020	1	1	PP
OG0038717	NC_089042.1.g28146	NC_089042.1.g27972							1	1	BSM
OG0038718	NC_089042.1.g28147	NC_089042.1.g27973							1	1	BSM
OG0038719	NC_089042.1.g28230							NC_089036.1.g7474	1	1	PP
OG0038720	NC_089042.1.g28337				NC_089042.1.g28292				1	1	IN
OG0038721	NC_089042.1.g28340	NC_089042.1.g28166							1	1	BSM
OG0038722	NC_089042.1.g28374				NC_089042.1.g28330				1	1	IN
OG0038723	NC_089042.1.g28397		NC_089042.1.g28244						1	1	CI
OG0038724	NC_089042.1.g28427					NC_089042.1.g28616			1	1	KM
OG0038725	NC_089042.1.g28492	NC_089042.1.g28327							1	1	BSM
OG0038727	NC_089042.1.g28530					NC_089042.1.g28719			1	1	KM
OG0038729	NC_089042.1.g28603			NC_089042.1.g28203					1	1	GJ
