Orthogroup	AGIS1.0	BSM	CI	GJ	IN	KM	MPE	PP	cultivar_occupancy	reference_present	private_cultivar
OG0001047	NC_089035.1.g4198, NC_089044.1.g32852	NC_089035.1.g4177, NC_089036.1.g8296, NC_089040.1.g22921		NC_089035.1.g4129, NC_089036.1.g5967	NC_089035.1.g4175, NC_089035.1.g4176, NC_089037.1.g11194, NC_089037.1.g11195	NC_089046.1.g39638	NC_089035.1.g4146, NC_089036.1.g6568, NC_089040.1.g22936	NC_089035.1.g4155	6	1	
OG0001232	NC_089036.1.g8162	NC_089039.1.g18047, NC_089040.1.g22198, NC_089043.1.g30852	NC_089043.1.g30817	NC_089043.1.g30570	NC_089043.1.g30945	NC_089035.1.g1447, NC_089039.1.g18355, NC_089040.1.g22525, NC_089042.1.g29267, NC_089043.1.g30730, NC_089043.1.g31256, NC_089045.1.g35806, NC_089045.1.g35807		NC_089043.1.g30931	6	1	
OG0001691	NC_089041.1.g24626, NC_089041.1.g25079	NC_089039.1.g17843, NC_089040.1.g21245, NC_089041.1.g24450	NC_089039.1.g17918, NC_089040.1.g21294, NC_089041.1.g24478	NC_089041.1.g24762	NC_089039.1.g17948, NC_089040.1.g21360, NC_089041.1.g24579	NC_089041.1.g25238		NC_089039.1.g17965, NC_089040.1.g21309, NC_089041.1.g24489	6	1	
OG0001722	NC_089041.1.g26030, NC_089041.1.g26032, NC_089041.1.g26033, NC_089041.1.g26035	NC_089041.1.g25881, NC_089041.1.g25882, NC_089041.1.g25884	NC_089041.1.g25880, NC_089041.1.g25882, NC_089041.1.g25883	NC_089041.1.g25677		NC_089041.1.g26199	NC_089041.1.g25835	NC_089041.1.g25917, NC_089041.1.g25919, NC_089041.1.g25921	6	1	
OG0001806	NC_089043.1.g30291, NC_089046.1.g37907	NC_089043.1.g30157, NC_089045.1.g36568, NC_089046.1.g37742		NC_089035.1.g1833, NC_089046.1.g37367	NC_089043.1.g30253, NC_089046.1.g37935	NC_089043.1.g30545, NC_089043.1.g31575, NC_089046.1.g38277	NC_089043.1.g30077, NC_089046.1.g37644	NC_089043.1.g30248, NC_089046.1.g37856	6	1	
OG0002100	NC_089035.1.g113, NC_089035.1.g117, NC_089035.1.g132, NC_089035.1.g139		NC_089035.1.g107, NC_089035.1.g117, NC_089042.1.g28307	NC_089035.1.g103, NC_089035.1.g120, NC_089035.1.g132	NC_089035.1.g103, NC_089035.1.g129	NC_089035.1.g113	NC_089035.1.g106	NC_089035.1.g106	6	1	
OG0002113	NC_089035.1.g4147, NC_089036.1.g9294, NC_089037.1.g12532	NC_089035.1.g4127, NC_089036.1.g9271, NC_089037.1.g12174	NC_089035.1.g4143	NC_089035.1.g4081, NC_089036.1.g9223, NC_089037.1.g12140	NC_089035.1.g4124		NC_089035.1.g4095, NC_089036.1.g9261	NC_089035.1.g4108, NC_089036.1.g9285	6	1	
OG0002140	NC_089036.1.g8317, NC_089037.1.g12139	NC_089036.1.g8289, NC_089037.1.g12063	NC_089036.1.g8275, NC_089037.1.g12092	NC_089036.1.g8229, NC_089037.1.g12029	NC_089036.1.g8295, NC_089037.1.g12095	NC_089036.1.g8395, NC_089037.1.g12225, NC_089041.1.g24906		NC_089036.1.g8312, NC_089037.1.g12133	6	1	
OG0002153	NC_089037.1.g11379, NC_089042.1.g28532, NC_089044.1.g33796, NC_089046.1.g37742	NC_089041.1.g26971, NC_089045.1.g35608	NC_089036.1.g7230, NC_089037.1.g12695	NC_089045.1.g35217, NC_089046.1.g37210		NC_089038.1.g14847, NC_089046.1.g38111	NC_089036.1.g7223	NC_089037.1.g12742, NC_089043.1.g31331	6	1	
OG0002157	NC_089037.1.g11972, NC_089038.1.g14718, NC_089042.1.g28394, NC_089042.1.g28457	NC_089038.1.g14618		NC_089037.1.g11863	NC_089038.1.g14654, NC_089042.1.g28356	NC_089037.1.g12056, NC_089042.1.g28582	NC_089038.1.g14648, NC_089042.1.g28196	NC_089037.1.g11969, NC_089038.1.g14715, NC_089042.1.g28307	6	1	
OG0002167	NC_089038.1.g14656, NC_089042.1.g28354	NC_089038.1.g14566, NC_089042.1.g28182		NC_089036.1.g8725, NC_089042.1.g27963	NC_089038.1.g14598, NC_089042.1.g28309	NC_089036.1.g8887, NC_089038.1.g14772, NC_089042.1.g28537	NC_089038.1.g14593, NC_089042.1.g28150	NC_089038.1.g14660, NC_089042.1.g28256	6	1	
OG0002169	NC_089038.1.g14954, NC_089038.1.g14987, NC_089040.1.g22601, NC_089041.1.g25041	NC_089041.1.g24868	NC_089038.1.g14909, NC_089041.1.g24883	NC_089041.1.g24720	NC_089038.1.g14931, NC_089041.1.g24990	NC_089038.1.g15101, NC_089040.1.g22773		NC_089038.1.g14949, NC_089038.1.g14982, NC_089041.1.g24899	6	1	
OG0002173	NC_089038.1.g15189	NC_089037.1.g11196, NC_089038.1.g15132, NC_089038.1.g15827	NC_089035.1.g99, NC_089037.1.g9472, NC_089038.1.g15103	NC_089045.1.g34509	NC_089035.1.g94, NC_089037.1.g9477, NC_089038.1.g15135, NC_089040.1.g22211	NC_089038.1.g15275, NC_089040.1.g22411		NC_089037.1.g11723	6	1	
OG0002193	NC_089039.1.g19847, NC_089042.1.g28956, NC_089042.1.g29542	NC_089039.1.g19694	NC_089039.1.g19742, NC_089042.1.g28808, NC_089042.1.g29405		NC_089039.1.g19799, NC_089042.1.g28895, NC_089042.1.g29491	NC_089039.1.g20016, NC_089042.1.g29139, NC_089042.1.g29747	NC_089039.1.g19749	NC_089039.1.g19771	6	1	
OG0002206	NC_089040.1.g22535, NC_089044.1.g32839	NC_089040.1.g22378	NC_089040.1.g22416, NC_089044.1.g32657		NC_089040.1.g22504, NC_089044.1.g32841	NC_089040.1.g22700, NC_089041.1.g25585, NC_089044.1.g33149	NC_089040.1.g22386, NC_089045.1.g34929, NC_089045.1.g35665	NC_089040.1.g22424, NC_089044.1.g32797	6	1	
OG0002207	NC_089040.1.g22739, NC_089041.1.g26283	NC_089040.1.g22560, NC_089041.1.g26126		NC_089040.1.g22448, NC_089041.1.g25908	NC_089040.1.g22699, NC_089041.1.g26231	NC_089040.1.g22902, NC_089041.1.g26445	NC_089040.1.g22574, NC_089041.1.g26080	NC_089040.1.g22617, NC_089041.1.g26151, NC_089045.1.g36474	6	1	
OG0002219	NC_089042.1.g27864, NC_089042.1.g27865	NC_089042.1.g27700	NC_089042.1.g27719, NC_089042.1.g27720	NC_089042.1.g27516, NC_089042.1.g27520, NC_089042.1.g27521	NC_089042.1.g27814, NC_089042.1.g27818, NC_089042.1.g27819, NC_089042.1.g27822		NC_089042.1.g27697	NC_089042.1.g27765, NC_089042.1.g27772	6	1	
OG0002229	NC_089043.1.g30198, NC_089044.1.g32281	NC_089040.1.g23746, NC_089043.1.g30054, NC_089044.1.g32113	NC_089040.1.g23791	NC_089043.1.g29781, NC_089044.1.g31852		NC_089043.1.g30434, NC_089044.1.g32558	NC_089040.1.g23755, NC_089043.1.g29981, NC_089044.1.g32019	NC_089043.1.g30151, NC_089044.1.g32232	6	1	
OG0002240	NC_089044.1.g34100, NC_089044.1.g34101	NC_089044.1.g33962, NC_089044.1.g33963		NC_089044.1.g33656, NC_089044.1.g33658, NC_089044.1.g33661, NC_089044.1.g33662	NC_089044.1.g34123	NC_089044.1.g33390, NC_089044.1.g34437, NC_089044.1.g34438	NC_089044.1.g33882, NC_089044.1.g33883	NC_089044.1.g34089	6	1	
OG0002263		NC_089044.1.g34243	NC_089041.1.g26858		NC_089040.1.g22788, NC_089041.1.g26956	NC_089043.1.g31389	NC_089041.1.g26821	NC_089035.1.g3190, NC_089036.1.g7377, NC_089040.1.g22126, NC_089040.1.g22129, NC_089040.1.g22783, NC_089041.1.g26900, NC_089041.1.g26904, NC_089043.1.g30639, NC_089045.1.g35721	6	0	
OG0002270	NC_089035.1.g1197, NC_089044.1.g34012	NC_089035.1.g1192, NC_089044.1.g33866	NC_089035.1.g1159, NC_089044.1.g33787	NC_089035.1.g1183, NC_089044.1.g33572	NC_089035.1.g1172, NC_089044.1.g34027		NC_089035.1.g1164, NC_089044.1.g33787	NC_089035.1.g1166, NC_089044.1.g33993	6	1	
OG0002294	NC_089036.1.g5642, NC_089036.1.g5644	NC_089036.1.g5635, NC_089036.1.g5637	NC_089036.1.g5647, NC_089036.1.g5649	NC_089036.1.g5572, NC_089036.1.g5574	NC_089036.1.g5639, NC_089036.1.g5641		NC_089036.1.g5603, NC_089036.1.g5605	NC_089036.1.g5611, NC_089036.1.g5613	6	1	
OG0002299	NC_089036.1.g6922, NC_089039.1.g18905, NC_089043.1.g30133, NC_089046.1.g38450, NC_089046.1.g38475	NC_089039.1.g17914	NC_089040.1.g22611		NC_089036.1.g6529, NC_089036.1.g7080, NC_089043.1.g30001, NC_089046.1.g38482	NC_089046.1.g38829	NC_089035.1.g2250	NC_089037.1.g11308	6	1	
OG0002300	NC_089036.1.g6963, NC_089039.1.g19620, NC_089043.1.g30598	NC_089036.1.g6932	NC_089036.1.g6932, NC_089039.1.g19512		NC_089036.1.g6946, NC_089039.1.g19556, NC_089043.1.g30547	NC_089036.1.g7037, NC_089039.1.g19783	NC_089036.1.g6908	NC_089036.1.g6970, NC_089039.1.g19545	6	1	
OG0002309	NC_089037.1.g9672	NC_089038.1.g14834, NC_089044.1.g33047	NC_089035.1.g2098, NC_089041.1.g25229, NC_089044.1.g32699	NC_089037.1.g12538, NC_089037.1.g12539, NC_089037.1.g9593		NC_089037.1.g9756, NC_089038.1.g14410, NC_089042.1.g28739	NC_089036.1.g7382	NC_089041.1.g25459	6	1	
OG0002310	NC_089037.1.g9727, NC_089037.1.g9728	NC_089037.1.g9698	NC_089037.1.g9690, NC_089037.1.g9691, NC_089037.1.g9693	NC_089037.1.g9649	NC_089037.1.g9690		NC_089037.1.g9684, NC_089037.1.g9685, NC_089037.1.g9686	NC_089037.1.g9713, NC_089037.1.g9714, NC_089037.1.g9716	6	1	
OG0002313	NC_089037.1.g11035, NC_089037.1.g11703	NC_089037.1.g10988, NC_089037.1.g11656	NC_089037.1.g10991, NC_089037.1.g11660	NC_089037.1.g10948, NC_089037.1.g11601	NC_089037.1.g11002, NC_089037.1.g11672		NC_089037.1.g10995, NC_089037.1.g11651	NC_089037.1.g11040, NC_089037.1.g11717	6	1	
OG0002316	NC_089037.1.g12136, NC_089041.1.g26722	NC_089041.1.g26573	NC_089037.1.g12084, NC_089041.1.g26564		NC_089041.1.g26687	NC_089037.1.g12217, NC_089041.1.g26914	NC_089041.1.g26533, NC_089046.1.g38032, NC_089046.1.g39284	NC_089037.1.g12126, NC_089041.1.g26619, NC_089046.1.g39510	6	1	
OG0002325	NC_089038.1.g14182, NC_089038.1.g14268	NC_089038.1.g14074, NC_089038.1.g14160	NC_089038.1.g14122, NC_089038.1.g14206	NC_089038.1.g14058, NC_089038.1.g14145		NC_089038.1.g14278, NC_089038.1.g14365	NC_089038.1.g14114, NC_089038.1.g14199	NC_089038.1.g14170, NC_089038.1.g14259	6	1	
OG0002330	NC_089038.1.g14553, NC_089038.1.g14557	NC_089038.1.g14455, NC_089038.1.g14462	NC_089038.1.g14485, NC_089038.1.g14490	NC_089038.1.g14416, NC_089038.1.g14421		NC_089038.1.g14660, NC_089038.1.g14665	NC_089038.1.g14490, NC_089038.1.g14496	NC_089038.1.g14549, NC_089038.1.g14554	6	1	
OG0002332	NC_089038.1.g14668, NC_089038.1.g14671	NC_089038.1.g14576, NC_089038.1.g14579		NC_089038.1.g14537, NC_089038.1.g14540	NC_089038.1.g14609, NC_089038.1.g14613	NC_089038.1.g14786, NC_089038.1.g14789	NC_089038.1.g14602, NC_089038.1.g14605	NC_089038.1.g14670, NC_089038.1.g14673	6	1	
OG0002333	NC_089038.1.g14680, NC_089038.1.g15059		NC_089038.1.g14614, NC_089038.1.g14975	NC_089038.1.g14547, NC_089038.1.g14928	NC_089038.1.g14619, NC_089038.1.g15002	NC_089038.1.g14797, NC_089038.1.g15173	NC_089038.1.g14611, NC_089038.1.g14996	NC_089038.1.g14680, NC_089038.1.g15053	6	1	
OG0002335	NC_089038.1.g14899, NC_089045.1.g36443	NC_089038.1.g14795, NC_089045.1.g36294		NC_089038.1.g14765, NC_089045.1.g35984	NC_089038.1.g14835, NC_089045.1.g36485	NC_089038.1.g15014, NC_089045.1.g36813	NC_089038.1.g14835, NC_089045.1.g36183	NC_089038.1.g14894, NC_089045.1.g36419	6	1	
OG0002336	NC_089038.1.g16044, NC_089038.1.g16045	NC_089038.1.g15941, NC_089038.1.g15942	NC_089038.1.g15953, NC_089038.1.g15954		NC_089038.1.g15996, NC_089038.1.g15997	NC_089038.1.g16180, NC_089038.1.g16181	NC_089038.1.g15997, NC_089038.1.g15998	NC_089038.1.g16005, NC_089038.1.g16006	6	1	
OG0002341	NC_089039.1.g17675, NC_089039.1.g17678	NC_089039.1.g17508, NC_089039.1.g17511		NC_089039.1.g17523, NC_089039.1.g17527	NC_089039.1.g17607, NC_089039.1.g17611	NC_089039.1.g17810, NC_089039.1.g17813	NC_089039.1.g17599, NC_089039.1.g17603	NC_089039.1.g17621, NC_089039.1.g17624	6	1	
OG0002344	NC_089039.1.g18564, NC_089043.1.g31615	NC_089039.1.g18392, NC_089043.1.g31447	NC_089039.1.g18457, NC_089043.1.g31422	NC_089039.1.g18397, NC_089043.1.g31175		NC_089039.1.g18711, NC_089043.1.g31879	NC_089039.1.g18495, NC_089043.1.g31362	NC_089039.1.g18520, NC_089043.1.g31535	6	1	
OG0002350	NC_089040.1.g21964, NC_089042.1.g28197	NC_089040.1.g21799, NC_089046.1.g38234		NC_089035.1.g2110, NC_089040.1.g21734	NC_089040.1.g21921, NC_089042.1.g28142	NC_089040.1.g22121	NC_089035.1.g2109, NC_089040.1.g21826	NC_089035.1.g2104, NC_089040.1.g21863, NC_089042.1.g28097	6	1	
OG0002351	NC_089040.1.g22413, NC_089046.1.g38207	NC_089040.1.g22256, NC_089046.1.g38048		NC_089040.1.g22155, NC_089046.1.g37667	NC_089040.1.g22379, NC_089046.1.g38236	NC_089040.1.g22580, NC_089046.1.g38586	NC_089040.1.g22270, NC_089046.1.g37936	NC_089040.1.g22312, NC_089046.1.g38152	6	1	
OG0002356	NC_089040.1.g23262, NC_089044.1.g32795	NC_089040.1.g23100, NC_089040.1.g23101, NC_089044.1.g32674	NC_089040.1.g23141, NC_089044.1.g32616	NC_089040.1.g22962, NC_089044.1.g32357		NC_089040.1.g23438, NC_089044.1.g33105	NC_089040.1.g23106	NC_089040.1.g23147, NC_089044.1.g32755	6	1	
OG0002361	NC_089041.1.g24731, NC_089041.1.g24738	NC_089041.1.g24554, NC_089041.1.g24560	NC_089041.1.g24580, NC_089041.1.g24589	NC_089041.1.g24419, NC_089041.1.g24425	NC_089041.1.g24678, NC_089041.1.g24683	NC_089041.1.g24884, NC_089041.1.g24891	NC_089041.1.g24545, NC_089041.1.g24551		6	1	
OG0002362	NC_089041.1.g25302, NC_089046.1.g38922		NC_089041.1.g25143, NC_089046.1.g38688	NC_089041.1.g24986, NC_089046.1.g38385	NC_089041.1.g25255, NC_089046.1.g38973	NC_089041.1.g25470, NC_089046.1.g39330	NC_089041.1.g25111, NC_089046.1.g38642	NC_089041.1.g25169, NC_089046.1.g38865	6	1	
OG0002364	NC_089041.1.g25464, NC_089045.1.g35464	NC_089041.1.g25307, NC_089045.1.g35330	NC_089041.1.g25304, NC_089045.1.g35257		NC_089041.1.g25417, NC_089045.1.g35486	NC_089041.1.g25636, NC_089045.1.g35810	NC_089041.1.g25266, NC_089045.1.g35248	NC_089041.1.g25335, NC_089045.1.g35465	6	1	
OG0002368	NC_089041.1.g26842, NC_089041.1.g26856	NC_089041.1.g26692, NC_089041.1.g26709	NC_089041.1.g26685	NC_089041.1.g26484, NC_089041.1.g26497		NC_089041.1.g27035, NC_089041.1.g27050	NC_089041.1.g26635, NC_089041.1.g26653, NC_089041.1.g26671	NC_089041.1.g26738, NC_089041.1.g26752	6	1	
OG0002370	NC_089042.1.g27550, NC_089042.1.g27600	NC_089042.1.g27375, NC_089042.1.g27425	NC_089042.1.g27381, NC_089042.1.g27432		NC_089042.1.g27481, NC_089042.1.g27531	NC_089042.1.g27729, NC_089042.1.g27781	NC_089042.1.g27343, NC_089042.1.g27394	NC_089042.1.g27439, NC_089042.1.g27490	6	1	
OG0002374	NC_089042.1.g28006, NC_089042.1.g28024	NC_089042.1.g27836, NC_089042.1.g27854	NC_089042.1.g27859, NC_089042.1.g27878		NC_089042.1.g27957, NC_089042.1.g27975	NC_089042.1.g28209, NC_089042.1.g28229	NC_089042.1.g27825, NC_089042.1.g27843	NC_089042.1.g27915, NC_089042.1.g27930	6	1	
OG0002376	NC_089042.1.g29037, NC_089042.1.g29038	NC_089042.1.g28870, NC_089042.1.g28871		NC_089042.1.g28611, NC_089042.1.g28612	NC_089042.1.g28974, NC_089042.1.g28975	NC_089042.1.g29217, NC_089042.1.g29218	NC_089042.1.g28828, NC_089042.1.g28829	NC_089042.1.g28951, NC_089042.1.g28952	6	1	
OG0002380	NC_089043.1.g30910, NC_089043.1.g30925		NC_089043.1.g30742, NC_089043.1.g30758	NC_089043.1.g30495, NC_089043.1.g30505	NC_089043.1.g30868, NC_089043.1.g30882	NC_089043.1.g31179, NC_089043.1.g31193	NC_089043.1.g30665, NC_089043.1.g30680	NC_089043.1.g30851, NC_089043.1.g30867	6	1	
OG0002386	NC_089044.1.g32293, NC_089044.1.g32295		NC_089044.1.g32103, NC_089044.1.g32105	NC_089044.1.g31865, NC_089044.1.g31867	NC_089044.1.g32261, NC_089044.1.g32263	NC_089044.1.g32570, NC_089044.1.g32572	NC_089044.1.g32032, NC_089044.1.g32034	NC_089044.1.g32244, NC_089044.1.g32246	6	1	
OG0002391	NC_089044.1.g33535	NC_089044.1.g33425	NC_089040.1.g22944, NC_089044.1.g33360		NC_089040.1.g23024, NC_089044.1.g33561	NC_089040.1.g23232, NC_089044.1.g33878	NC_089040.1.g22902, NC_089042.1.g28965, NC_089044.1.g33315	NC_089040.1.g22947, NC_089042.1.g29093, NC_089044.1.g33529	6	1	
OG0002393	NC_089044.1.g33813, NC_089044.1.g33814	NC_089044.1.g33689, NC_089044.1.g33690	NC_089044.1.g33608, NC_089044.1.g33609	NC_089044.1.g33386, NC_089044.1.g33387	NC_089044.1.g33828, NC_089044.1.g33829		NC_089044.1.g33585, NC_089044.1.g33586	NC_089044.1.g33798, NC_089044.1.g33799	6	1	
OG0002395	NC_089045.1.g34565, NC_089046.1.g37367	NC_089045.1.g34421, NC_089046.1.g37198	NC_089045.1.g34336, NC_089046.1.g37127	NC_089045.1.g34115, NC_089046.1.g36830	NC_089045.1.g34575, NC_089046.1.g37374		NC_089045.1.g34337, NC_089046.1.g37097	NC_089045.1.g34543, NC_089046.1.g37304	6	1	
OG0002396	NC_089045.1.g34649, NC_089046.1.g37450	NC_089045.1.g34499, NC_089046.1.g37282	NC_089045.1.g34417, NC_089046.1.g37213	NC_089045.1.g34196, NC_089046.1.g36915	NC_089045.1.g34653, NC_089046.1.g37463	NC_089045.1.g34981, NC_089046.1.g37808		NC_089045.1.g34623, NC_089046.1.g37391	6	1	
OG0002397	NC_089045.1.g34650, NC_089046.1.g37451	NC_089045.1.g34500, NC_089046.1.g37283	NC_089045.1.g34418, NC_089046.1.g37214	NC_089045.1.g34197, NC_089046.1.g36916	NC_089045.1.g34654, NC_089046.1.g37464	NC_089045.1.g34982, NC_089046.1.g37809		NC_089045.1.g34624, NC_089046.1.g37392	6	1	
OG0002401	NC_089045.1.g35200, NC_089045.1.g35201	NC_089045.1.g35051, NC_089045.1.g35052		NC_089045.1.g34754, NC_089045.1.g34755	NC_089045.1.g35204, NC_089045.1.g35205	NC_089045.1.g35521, NC_089045.1.g35522	NC_089045.1.g34970, NC_089045.1.g34971	NC_089045.1.g35189, NC_089045.1.g35190	6	1	
OG0002404	NC_089045.1.g35486, NC_089045.1.g35492	NC_089045.1.g35349, NC_089045.1.g35355	NC_089045.1.g35277, NC_089045.1.g35284	NC_089045.1.g35044, NC_089045.1.g35050	NC_089045.1.g35509, NC_089045.1.g35515	NC_089045.1.g35836, NC_089045.1.g35841		NC_089045.1.g35486, NC_089045.1.g35493	6	1	
OG0002409	NC_089045.1.g35989, NC_089045.1.g36105	NC_089045.1.g35957, NC_089045.1.g35958, NC_089046.1.g37734	NC_089045.1.g35881	NC_089045.1.g35545, NC_089045.1.g35654	NC_089045.1.g36009, NC_089045.1.g36128	NC_089040.1.g23967, NC_089045.1.g36352, NC_089045.1.g36473		NC_089046.1.g37849	6	1	
OG0002412	NC_089045.1.g36894, NC_089045.1.g36899	NC_089045.1.g36745, NC_089045.1.g36752	NC_089045.1.g36668, NC_089045.1.g36676	NC_089045.1.g36402, NC_089045.1.g36408	NC_089045.1.g36932, NC_089045.1.g36936		NC_089045.1.g36645, NC_089045.1.g36651	NC_089045.1.g36858, NC_089045.1.g36863	6	1	
OG0002419	NC_089046.1.g39177, NC_089046.1.g39179	NC_089046.1.g39038, NC_089046.1.g39040	NC_089046.1.g38937, NC_089046.1.g38940	NC_089046.1.g38629, NC_089046.1.g38631	NC_089046.1.g39229, NC_089046.1.g39230		NC_089046.1.g38898, NC_089046.1.g38900	NC_089046.1.g39126, NC_089046.1.g39128	6	1	
OG0002433		NC_089045.1.g35711	NC_089036.1.g5773, NC_089037.1.g12188, NC_089038.1.g14511, NC_089039.1.g18761, NC_089039.1.g20251, NC_089040.1.g21885	NC_089046.1.g38574		NC_089036.1.g7212, NC_089037.1.g11297, NC_089043.1.g30387	NC_089037.1.g11171, NC_089043.1.g29932	NC_089037.1.g11220	6	0	
OG0002439	NC_089035.1.g1661, NC_089042.1.g28178	NC_089035.1.g1655, NC_089042.1.g28001	NC_089035.1.g1633	NC_089035.1.g1636, NC_089042.1.g27805		NC_089035.1.g1671, NC_089042.1.g28369	NC_089035.1.g1622, NC_089042.1.g27989	NC_089035.1.g1625, NC_089042.1.g28075	6	1	
OG0002440	NC_089035.1.g1825, NC_089035.1.g1827	NC_089035.1.g1804		NC_089035.1.g1788, NC_089035.1.g1791	NC_089035.1.g1784, NC_089035.1.g1786	NC_089035.1.g1828, NC_089035.1.g1831	NC_089035.1.g1769, NC_089035.1.g1771	NC_089035.1.g1786, NC_089035.1.g1788	6	1	
OG0002451	NC_089035.1.g4548, NC_089041.1.g26939		NC_089035.1.g4551, NC_089041.1.g26791	NC_089035.1.g4475, NC_089041.1.g26582	NC_089035.1.g4530, NC_089041.1.g26888	NC_089035.1.g4587, NC_089041.1.g27136	NC_089036.1.g7263, NC_089041.1.g26752	NC_089041.1.g26830	6	1	
OG0002457	NC_089036.1.g6313, NC_089044.1.g33366		NC_089036.1.g6315, NC_089044.1.g33196	NC_089036.1.g6253, NC_089044.1.g32944	NC_089036.1.g6300, NC_089044.1.g33394	NC_089036.1.g6380, NC_089044.1.g33695	NC_089036.1.g6269, NC_089044.1.g33135	NC_089044.1.g33348	6	1	
OG0002459	NC_089036.1.g6418, NC_089038.1.g15666	NC_089046.1.g38880	NC_089036.1.g6409, NC_089046.1.g38779	NC_089036.1.g6354, NC_089038.1.g15537, NC_089042.1.g28162	NC_089038.1.g15623	NC_089036.1.g6489, NC_089038.1.g15791, NC_089042.1.g28740	NC_089046.1.g38738		6	1	
OG0002460	NC_089036.1.g6458	NC_089037.1.g11781	NC_089036.1.g6452, NC_089045.1.g36037	NC_089036.1.g6392, NC_089037.1.g11731, NC_089045.1.g35815		NC_089036.1.g6534, NC_089036.1.g8899, NC_089045.1.g36644	NC_089045.1.g36014	NC_089036.1.g6459, NC_089045.1.g36253	6	1	
OG0002468	NC_089036.1.g7738, NC_089043.1.g30702	NC_089036.1.g7709, NC_089043.1.g30567		NC_089036.1.g7658	NC_089036.1.g7711, NC_089043.1.g30656	NC_089036.1.g7812, NC_089043.1.g30976	NC_089036.1.g7707, NC_089043.1.g30464	NC_089036.1.g7745, NC_089043.1.g30651	6	1	
OG0002469	NC_089036.1.g7770, NC_089036.1.g7775, NC_089036.1.g7780	NC_089036.1.g7742	NC_089036.1.g7734	NC_089036.1.g7689, NC_089036.1.g7693, NC_089036.1.g7697	NC_089036.1.g7748	NC_089036.1.g7842	NC_089036.1.g7738, NC_089036.1.g7743, NC_089036.1.g7748		6	1	
OG0002472	NC_089037.1.g9471, NC_089041.1.g25156		NC_089037.1.g9433, NC_089041.1.g25004	NC_089037.1.g9398	NC_089037.1.g9437, NC_089041.1.g25114	NC_089037.1.g9561, NC_089041.1.g25322	NC_089037.1.g9428, NC_089041.1.g24974	NC_089037.1.g9458, NC_089041.1.g25023	6	1	
OG0002484	NC_089037.1.g12163, NC_089040.1.g20769	NC_089037.1.g12090, NC_089040.1.g20624	NC_089037.1.g12119, NC_089040.1.g20664	NC_089037.1.g12057	NC_089037.1.g12123, NC_089040.1.g20734		NC_089037.1.g12082, NC_089040.1.g20659	NC_089037.1.g12161, NC_089040.1.g20686	6	1	
OG0002490	NC_089038.1.g14248, NC_089038.1.g14249, NC_089038.1.g14265	NC_089038.1.g14139, NC_089038.1.g14157	NC_089038.1.g14190, NC_089038.1.g14205	NC_089038.1.g14143	NC_089038.1.g14181		NC_089038.1.g14183	NC_089038.1.g14241, NC_089038.1.g14242, NC_089038.1.g14258	6	1	
OG0002500	NC_089038.1.g15195, NC_089044.1.g32999	NC_089038.1.g15086	NC_089038.1.g15114, NC_089044.1.g32834	NC_089038.1.g15066, NC_089044.1.g32581	NC_089038.1.g15145, NC_089044.1.g33014		NC_089038.1.g15144, NC_089044.1.g32768	NC_089038.1.g15171, NC_089044.1.g32975	6	1	
OG0002506	NC_089038.1.g15826	NC_089038.1.g15723, NC_089039.1.g20458	NC_089038.1.g15729, NC_089039.1.g20503	NC_089038.1.g15695, NC_089039.1.g20427	NC_089038.1.g15779, NC_089039.1.g20563		NC_089038.1.g15767, NC_089039.1.g20491	NC_089038.1.g15786, NC_089039.1.g20520	6	1	
OG0002507	NC_089038.1.g16274, NC_089046.1.g38551	NC_089046.1.g38402	NC_089038.1.g16180, NC_089046.1.g38300		NC_089038.1.g16227, NC_089046.1.g38591	NC_089038.1.g16409, NC_089046.1.g38925	NC_089038.1.g16230, NC_089046.1.g38260	NC_089038.1.g16233, NC_089046.1.g38476	6	1	
OG0002508	NC_089038.1.g16490, NC_089045.1.g36155	NC_089038.1.g16371, NC_089045.1.g36005	NC_089038.1.g16397, NC_089045.1.g35917		NC_089038.1.g16436, NC_089045.1.g36175	NC_089045.1.g36518	NC_089038.1.g16438, NC_089045.1.g35895	NC_089038.1.g16448, NC_089045.1.g36134	6	1	
OG0002528	NC_089040.1.g22732, NC_089044.1.g32379	NC_089040.1.g22551		NC_089040.1.g22439, NC_089044.1.g31945	NC_089040.1.g22689, NC_089044.1.g32354	NC_089040.1.g22894, NC_089044.1.g32649	NC_089040.1.g22565, NC_089044.1.g32123	NC_089040.1.g22608, NC_089044.1.g32329	6	1	
OG0002537	NC_089041.1.g26168, NC_089044.1.g32523	NC_089041.1.g26008, NC_089044.1.g32384		NC_089041.1.g25799	NC_089041.1.g26115, NC_089044.1.g32508	NC_089041.1.g26334, NC_089044.1.g32808	NC_089041.1.g25968, NC_089044.1.g32283	NC_089041.1.g26042, NC_089044.1.g32477	6	1	
OG0002541	NC_089041.1.g26845, NC_089041.1.g26859	NC_089041.1.g26694, NC_089041.1.g26712	NC_089041.1.g26690	NC_089041.1.g26486, NC_089041.1.g26500		NC_089041.1.g27038, NC_089041.1.g27053	NC_089041.1.g26655, NC_089041.1.g26674	NC_089041.1.g26741, NC_089041.1.g26756	6	1	
