cultivar	orthogroup_label	gene_id
CI	OG0041871	NC_089045.1.g36589
CI	OG0041872	NC_089045.1.g36603
CI	OG0041873	NC_089045.1.g36671
CI	OG0041874	NC_089045.1.g36886
CI	OG0041875	NC_089045.1.g36922
CI	OG0041876	NC_089046.1.g37419
CI	OG0041877	NC_089046.1.g37428
CI	OG0041878	NC_089046.1.g37490
CI	OG0041879	NC_089046.1.g37587
CI	OG0041880	NC_089046.1.g37687
CI	OG0041881	NC_089046.1.g37725
CI	OG0041882	NC_089046.1.g37818
CI	OG0041883	NC_089046.1.g37855
CI	OG0041884	NC_089046.1.g37865
CI	OG0041885	NC_089046.1.g37888
CI	OG0041886	NC_089046.1.g37916
CI	OG0041887	NC_089046.1.g37931
CI	OG0041888	NC_089046.1.g38022
CI	OG0041889	NC_089046.1.g38123
CI	OG0041890	NC_089046.1.g38213
CI	OG0041891	NC_089046.1.g38294
CI	OG0041892	NC_089046.1.g38303
CI	OG0041893	NC_089046.1.g38362
CI	OG0041894	NC_089046.1.g38368
CI	OG0041895	NC_089046.1.g38393
CI	OG0041896	NC_089046.1.g38409
CI	OG0041897	NC_089046.1.g38490
CI	OG0041898	NC_089046.1.g38513
CI	OG0041899	NC_089046.1.g38696
CI	OG0041900	NC_089046.1.g38864
CI	OG0041901	NC_089046.1.g39121
GJ	OG0041902	NC_089035.1.g95
GJ	OG0041903	NC_089035.1.g204
GJ	OG0041904	NC_089035.1.g718
GJ	OG0041905	NC_089035.1.g866
GJ	OG0041906	NC_089035.1.g869
GJ	OG0041907	NC_089035.1.g1684
GJ	OG0041908	NC_089035.1.g1778
GJ	OG0041909	NC_089035.1.g1894
GJ	OG0041910	NC_089035.1.g2028
GJ	OG0041911	NC_089035.1.g2094
GJ	OG0041912	NC_089035.1.g2109
GJ	OG0041913	NC_089035.1.g2143
GJ	OG0041914	NC_089035.1.g2349
GJ	OG0041915	NC_089035.1.g2413
GJ	OG0041916	NC_089035.1.g2780
GJ	OG0041917	NC_089035.1.g2950
GJ	OG0041918	NC_089035.1.g3254
GJ	OG0041919	NC_089035.1.g3392
GJ	OG0041920	NC_089035.1.g3794
GJ	OG0041921	NC_089035.1.g3957
GJ	OG0041922	NC_089035.1.g4180
GJ	OG0041923	NC_089035.1.g4338
GJ	OG0041924	NC_089035.1.g4397
GJ	OG0041925	NC_089035.1.g4792
GJ	OG0041926	NC_089035.1.g4917
GJ	OG0041927	NC_089035.1.g5030
GJ	OG0041928	NC_089035.1.g5039
GJ	OG0041929	NC_089035.1.g5075
GJ	OG0041930	NC_089035.1.g5079
GJ	OG0041931	NC_089036.1.g5841
GJ	OG0041932	NC_089036.1.g6145
GJ	OG0041933	NC_089036.1.g6239
GJ	OG0041934	NC_089036.1.g6243
GJ	OG0041935	NC_089036.1.g6429
GJ	OG0041936	NC_089036.1.g6715
GJ	OG0041937	NC_089036.1.g6770
GJ	OG0041938	NC_089036.1.g6813
GJ	OG0041939	NC_089036.1.g6820
GJ	OG0041940	NC_089036.1.g6942
GJ	OG0041941	NC_089036.1.g7298
GJ	OG0041942	NC_089036.1.g7362
GJ	OG0041943	NC_089036.1.g7508
GJ	OG0041944	NC_089036.1.g7645
GJ	OG0041945	NC_089036.1.g7712
GJ	OG0041946	NC_089036.1.g7864
GJ	OG0041947	NC_089036.1.g7970
GJ	OG0041948	NC_089036.1.g8212
GJ	OG0041949	NC_089036.1.g8250
GJ	OG0041950	NC_089036.1.g8305
GJ	OG0041951	NC_089036.1.g8686
GJ	OG0041952	NC_089036.1.g9253
GJ	OG0041953	NC_089036.1.g9349
GJ	OG0041954	NC_089037.1.g9559
GJ	OG0041955	NC_089037.1.g9565
GJ	OG0041956	NC_089037.1.g9697
GJ	OG0041957	NC_089037.1.g9903
GJ	OG0041958	NC_089037.1.g10347
GJ	OG0041959	NC_089037.1.g10380
GJ	OG0041960	NC_089037.1.g10388
GJ	OG0041961	NC_089037.1.g10482
GJ	OG0041962	NC_089037.1.g11237
GJ	OG0041963	NC_089037.1.g11466
GJ	OG0041964	NC_089037.1.g11524
GJ	OG0041965	NC_089037.1.g11749
GJ	OG0041966	NC_089037.1.g11916
GJ	OG0041967	NC_089037.1.g11918
GJ	OG0041968	NC_089037.1.g12173
GJ	OG0041969	NC_089037.1.g12386
GJ	OG0041970	NC_089037.1.g12394
GJ	OG0041971	NC_089037.1.g12413
GJ	OG0041972	NC_089037.1.g12527
GJ	OG0041973	NC_089037.1.g12531
GJ	OG0041974	NC_089037.1.g12720
GJ	OG0041975	NC_089037.1.g13372
GJ	OG0041976	NC_089038.1.g13941
GJ	OG0041977	NC_089038.1.g14029
GJ	OG0041978	NC_089038.1.g14064
GJ	OG0041979	NC_089038.1.g14087
GJ	OG0041980	NC_089038.1.g14090
GJ	OG0041981	NC_089038.1.g14254
GJ	OG0041982	NC_089038.1.g14350
GJ	OG0041983	NC_089038.1.g14392
GJ	OG0041984	NC_089038.1.g14442
GJ	OG0041985	NC_089038.1.g14806
GJ	OG0041986	NC_089038.1.g14850
GJ	OG0041987	NC_089038.1.g15012
GJ	OG0041988	NC_089038.1.g15540
GJ	OG0041989	NC_089038.1.g15883
GJ	OG0041990	NC_089038.1.g16592
GJ	OG0041991	NC_089038.1.g16631
GJ	OG0041992	NC_089038.1.g16847
GJ	OG0041993	NC_089038.1.g16953
GJ	OG0041994	NC_089038.1.g17089
GJ	OG0041995	NC_089038.1.g17136
GJ	OG0041996	NC_089038.1.g17351
GJ	OG0041997	NC_089039.1.g17769
GJ	OG0041998	NC_089039.1.g17863
GJ	OG0041999	NC_089039.1.g17939
GJ	OG0042000	NC_089039.1.g17990
GJ	OG0042001	NC_089039.1.g18030
GJ	OG0042002	NC_089039.1.g18092
GJ	OG0042003	NC_089039.1.g18619
GJ	OG0042004	NC_089039.1.g18817
GJ	OG0042005	NC_089039.1.g18835
GJ	OG0042006	NC_089039.1.g19025
GJ	OG0042007	NC_089039.1.g19085
GJ	OG0042008	NC_089039.1.g19129
GJ	OG0042009	NC_089039.1.g19259
GJ	OG0042010	NC_089039.1.g19264
GJ	OG0042011	NC_089039.1.g19387
GJ	OG0042012	NC_089039.1.g19406
GJ	OG0042013	NC_089039.1.g19566
GJ	OG0042014	NC_089039.1.g19588
GJ	OG0042015	NC_089039.1.g19646
GJ	OG0042016	NC_089039.1.g19692
GJ	OG0042017	NC_089039.1.g19697
GJ	OG0042018	NC_089039.1.g19728
GJ	OG0042019	NC_089039.1.g19819
GJ	OG0042020	NC_089039.1.g20241
GJ	OG0042021	NC_089040.1.g20614
GJ	OG0042022	NC_089040.1.g20659
GJ	OG0042023	NC_089040.1.g21163
GJ	OG0042024	NC_089040.1.g21320
GJ	OG0042025	NC_089040.1.g21321
GJ	OG0042026	NC_089040.1.g21437
GJ	OG0042027	NC_089040.1.g21560
GJ	OG0042028	NC_089040.1.g21631
GJ	OG0042029	NC_089040.1.g21679
GJ	OG0042030	NC_089040.1.g21710
GJ	OG0042031	NC_089040.1.g21764
GJ	OG0042032	NC_089040.1.g22013
GJ	OG0042033	NC_089040.1.g22018
GJ	OG0042034	NC_089040.1.g22055
GJ	OG0042035	NC_089040.1.g22074
GJ	OG0042036	NC_089040.1.g22085
GJ	OG0042037	NC_089040.1.g22137
GJ	OG0042038	NC_089040.1.g22270
GJ	OG0042039	NC_089040.1.g22459
GJ	OG0042040	NC_089040.1.g22482
GJ	OG0042041	NC_089040.1.g22502
GJ	OG0042042	NC_089040.1.g22587
GJ	OG0042043	NC_089040.1.g22694
GJ	OG0042044	NC_089040.1.g22914
GJ	OG0042045	NC_089040.1.g22944
GJ	OG0042046	NC_089040.1.g22963
GJ	OG0042047	NC_089040.1.g23158
GJ	OG0042048	NC_089041.1.g23756
GJ	OG0042049	NC_089041.1.g24283
GJ	OG0042050	NC_089041.1.g24517
GJ	OG0042051	NC_089041.1.g24620
GJ	OG0042052	NC_089041.1.g24904
GJ	OG0042053	NC_089041.1.g25227
GJ	OG0042054	NC_089041.1.g25228
GJ	OG0042055	NC_089041.1.g25240
GJ	OG0042056	NC_089041.1.g25250
GJ	OG0042057	NC_089041.1.g25301
GJ	OG0042058	NC_089041.1.g25313
GJ	OG0042059	NC_089041.1.g25372
GJ	OG0042060	NC_089041.1.g25406
GJ	OG0042061	NC_089041.1.g25419
GJ	OG0042062	NC_089041.1.g25513
GJ	OG0042063	NC_089041.1.g25529
GJ	OG0042064	NC_089041.1.g26223
GJ	OG0042065	NC_089041.1.g26373
GJ	OG0042066	NC_089041.1.g26571
GJ	OG0042067	NC_089041.1.g26752
GJ	OG0042068	NC_089041.1.g26761
GJ	OG0042069	NC_089042.1.g27049
GJ	OG0042070	NC_089042.1.g27063
GJ	OG0042071	NC_089042.1.g27098
GJ	OG0042072	NC_089042.1.g27150
GJ	OG0042073	NC_089042.1.g27153
GJ	OG0042074	NC_089042.1.g27272
GJ	OG0042075	NC_089042.1.g27387
GJ	OG0042076	NC_089042.1.g27422
GJ	OG0042077	NC_089042.1.g27436
GJ	OG0042078	NC_089042.1.g27514
GJ	OG0042079	NC_089042.1.g27531
GJ	OG0042080	NC_089042.1.g27731
GJ	OG0042081	NC_089042.1.g27763
GJ	OG0042082	NC_089042.1.g27847
GJ	OG0042083	NC_089042.1.g27893
GJ	OG0042084	NC_089042.1.g27948
GJ	OG0042085	NC_089042.1.g27955
GJ	OG0042086	NC_089042.1.g27982
GJ	OG0042087	NC_089042.1.g27986
GJ	OG0042088	NC_089042.1.g28010
GJ	OG0042089	NC_089042.1.g28018
GJ	OG0042090	NC_089042.1.g28111
GJ	OG0042091	NC_089042.1.g28136
GJ	OG0042092	NC_089042.1.g28175
GJ	OG0042093	NC_089042.1.g28225
GJ	OG0042094	NC_089042.1.g28228
GJ	OG0042095	NC_089042.1.g28237
GJ	OG0042096	NC_089042.1.g28287
GJ	OG0042097	NC_089042.1.g28301
GJ	OG0042098	NC_089042.1.g28321
GJ	OG0042099	NC_089042.1.g28337
GJ	OG0042100	NC_089042.1.g28480
GJ	OG0042101	NC_089042.1.g28662
GJ	OG0042102	NC_089042.1.g28701
GJ	OG0042103	NC_089043.1.g29602
GJ	OG0042104	NC_089043.1.g29615
GJ	OG0042105	NC_089043.1.g29637
GJ	OG0042106	NC_089043.1.g29665
GJ	OG0042107	NC_089043.1.g29686
GJ	OG0042108	NC_089043.1.g29688
GJ	OG0042109	NC_089043.1.g29699
GJ	OG0042110	NC_089043.1.g29723
GJ	OG0042111	NC_089043.1.g29829
GJ	OG0042112	NC_089043.1.g29883
GJ	OG0042113	NC_089043.1.g29900
GJ	OG0042114	NC_089043.1.g29915
GJ	OG0042115	NC_089043.1.g29925
GJ	OG0042116	NC_089043.1.g29962
GJ	OG0042117	NC_089043.1.g30028
GJ	OG0042118	NC_089043.1.g30075
GJ	OG0042119	NC_089043.1.g30173
GJ	OG0042120	NC_089043.1.g30202
GJ	OG0042121	NC_089043.1.g30413
GJ	OG0042122	NC_089043.1.g30414
GJ	OG0042123	NC_089043.1.g30506
GJ	OG0042124	NC_089043.1.g30684
GJ	OG0042125	NC_089043.1.g30697
GJ	OG0042126	NC_089043.1.g30710
GJ	OG0042127	NC_089043.1.g30776
GJ	OG0042128	NC_089043.1.g30876
GJ	OG0042129	NC_089043.1.g30878
GJ	OG0042130	NC_089043.1.g30912
GJ	OG0042131	NC_089043.1.g31135
GJ	OG0042132	NC_089043.1.g31460
GJ	OG0042133	NC_089043.1.g31471
GJ	OG0042134	NC_089044.1.g31838
GJ	OG0042135	NC_089044.1.g31849
GJ	OG0042136	NC_089044.1.g32113
GJ	OG0042137	NC_089044.1.g32122
GJ	OG0042138	NC_089044.1.g32228
GJ	OG0042139	NC_089044.1.g32425
GJ	OG0042140	NC_089044.1.g32497
GJ	OG0042141	NC_089044.1.g32498
GJ	OG0042142	NC_089044.1.g32541
GJ	OG0042143	NC_089044.1.g32716
GJ	OG0042144	NC_089044.1.g32736
GJ	OG0042145	NC_089044.1.g32839
GJ	OG0042146	NC_089044.1.g32868
GJ	OG0042147	NC_089044.1.g33068
GJ	OG0042148	NC_089044.1.g33171
GJ	OG0042149	NC_089044.1.g33277
GJ	OG0042150	NC_089044.1.g33574
GJ	OG0042151	NC_089044.1.g33598
GJ	OG0042152	NC_089044.1.g33647
GJ	OG0042153	NC_089044.1.g33880
GJ	OG0042154	NC_089044.1.g33991
GJ	OG0042155	NC_089044.1.g34018
GJ	OG0042156	NC_089045.1.g34175
GJ	OG0042157	NC_089045.1.g34184
GJ	OG0042158	NC_089045.1.g34287
GJ	OG0042159	NC_089045.1.g34351
GJ	OG0042160	NC_089045.1.g34507
GJ	OG0042161	NC_089045.1.g34577
GJ	OG0042162	NC_089045.1.g34629
GJ	OG0042163	NC_089045.1.g34745
GJ	OG0042164	NC_089045.1.g34798
GJ	OG0042165	NC_089045.1.g34889
GJ	OG0042166	NC_089045.1.g34909
GJ	OG0042167	NC_089045.1.g34927
GJ	OG0042168	NC_089045.1.g35022
GJ	OG0042169	NC_089045.1.g35157
GJ	OG0042170	NC_089045.1.g35186
GJ	OG0042171	NC_089045.1.g35251
GJ	OG0042172	NC_089045.1.g35275
GJ	OG0042173	NC_089045.1.g35367
GJ	OG0042174	NC_089045.1.g35436
GJ	OG0042175	NC_089045.1.g35557
GJ	OG0042176	NC_089045.1.g35614
GJ	OG0042177	NC_089045.1.g35710
GJ	OG0042178	NC_089045.1.g35930
GJ	OG0042179	NC_089045.1.g35974
GJ	OG0042180	NC_089045.1.g35978
GJ	OG0042181	NC_089045.1.g36091
GJ	OG0042182	NC_089045.1.g36126
GJ	OG0042183	NC_089045.1.g36168
GJ	OG0042184	NC_089045.1.g36259
GJ	OG0042185	NC_089045.1.g36322
GJ	OG0042186	NC_089045.1.g36326
GJ	OG0042187	NC_089045.1.g36342
GJ	OG0042188	NC_089045.1.g36350
GJ	OG0042189	NC_089045.1.g36418
GJ	OG0042190	NC_089045.1.g36575
GJ	OG0042191	NC_089045.1.g36668
GJ	OG0042192	NC_089045.1.g36680
GJ	OG0042193	NC_089046.1.g36785
GJ	OG0042194	NC_089046.1.g36896
GJ	OG0042195	NC_089046.1.g36919
GJ	OG0042196	NC_089046.1.g37172
GJ	OG0042197	NC_089046.1.g37284
GJ	OG0042198	NC_089046.1.g37405
GJ	OG0042199	NC_089046.1.g37525
GJ	OG0042200	NC_089046.1.g37563
GJ	OG0042201	NC_089046.1.g37688
GJ	OG0042202	NC_089046.1.g37697
GJ	OG0042203	NC_089046.1.g37730
GJ	OG0042204	NC_089046.1.g37859
GJ	OG0042205	NC_089046.1.g37866
GJ	OG0042206	NC_089046.1.g37903
GJ	OG0042207	NC_089046.1.g37919
GJ	OG0042208	NC_089046.1.g38007
GJ	OG0042209	NC_089046.1.g38017
GJ	OG0042210	NC_089046.1.g38043
GJ	OG0042211	NC_089046.1.g38071
GJ	OG0042212	NC_089046.1.g38134
GJ	OG0042213	NC_089046.1.g38169
GJ	OG0042214	NC_089046.1.g38178
GJ	OG0042215	NC_089046.1.g38189
GJ	OG0042216	NC_089046.1.g38192
GJ	OG0042217	NC_089046.1.g38230
GJ	OG0042218	NC_089046.1.g38234
GJ	OG0042219	NC_089046.1.g38287
GJ	OG0042220	NC_089046.1.g38324
GJ	OG0042221	NC_089046.1.g38397
GJ	OG0042222	NC_089046.1.g38400
GJ	OG0042223	NC_089046.1.g38443
GJ	OG0042224	NC_089046.1.g38542
GJ	OG0042225	NC_089046.1.g38799
GJ	OG0042226	NC_089046.1.g38832
GJ	OG0042227	NC_089046.1.g38838
IN	OG0042228	NC_089035.1.g64
IN	OG0042229	NC_089035.1.g93
IN	OG0042230	NC_089035.1.g149
IN	OG0042231	NC_089035.1.g212
IN	OG0042232	NC_089035.1.g250
IN	OG0042233	NC_089035.1.g332
IN	OG0042234	NC_089035.1.g507
IN	OG0042235	NC_089035.1.g704
IN	OG0042236	NC_089035.1.g829
IN	OG0042237	NC_089035.1.g1480
IN	OG0042238	NC_089035.1.g1503
IN	OG0042239	NC_089035.1.g1610
IN	OG0042240	NC_089035.1.g1673
IN	OG0042241	NC_089035.1.g1726
IN	OG0042242	NC_089035.1.g1736
IN	OG0042243	NC_089035.1.g1740
IN	OG0042244	NC_089035.1.g1798
IN	OG0042245	NC_089035.1.g1820
IN	OG0042246	NC_089035.1.g1859
IN	OG0042247	NC_089035.1.g1885
IN	OG0042248	NC_089035.1.g1926
IN	OG0042249	NC_089035.1.g1943
IN	OG0042250	NC_089035.1.g2183
IN	OG0042251	NC_089035.1.g2194
IN	OG0042252	NC_089035.1.g2211
IN	OG0042253	NC_089035.1.g2265
IN	OG0042254	NC_089035.1.g2323
IN	OG0042255	NC_089035.1.g2468
IN	OG0042256	NC_089035.1.g2469
IN	OG0042257	NC_089035.1.g2618
IN	OG0042258	NC_089035.1.g2635
IN	OG0042259	NC_089035.1.g2979
IN	OG0042260	NC_089035.1.g3072
IN	OG0042261	NC_089035.1.g3304
IN	OG0042262	NC_089035.1.g3322
IN	OG0042263	NC_089035.1.g3427
IN	OG0042264	NC_089035.1.g3506
IN	OG0042265	NC_089035.1.g3867
IN	OG0042266	NC_089035.1.g3948
IN	OG0042267	NC_089035.1.g4157
IN	OG0042268	NC_089035.1.g4229
IN	OG0042269	NC_089035.1.g4567
IN	OG0042270	NC_089035.1.g4849
IN	OG0042271	NC_089035.1.g4999
IN	OG0042272	NC_089035.1.g5110
IN	OG0042273	NC_089035.1.g5286
IN	OG0042274	NC_089036.1.g6004
IN	OG0042275	NC_089036.1.g6378
IN	OG0042276	NC_089036.1.g6393
IN	OG0042277	NC_089036.1.g6395
IN	OG0042278	NC_089036.1.g6521
IN	OG0042279	NC_089036.1.g6604
IN	OG0042280	NC_089036.1.g6606
IN	OG0042281	NC_089036.1.g6686
IN	OG0042282	NC_089036.1.g6760
IN	OG0042283	NC_089036.1.g6979
IN	OG0042284	NC_089036.1.g7016
IN	OG0042285	NC_089036.1.g7030
IN	OG0042286	NC_089036.1.g7042
IN	OG0042287	NC_089036.1.g7088
IN	OG0042288	NC_089036.1.g7093
IN	OG0042289	NC_089036.1.g7334
IN	OG0042290	NC_089036.1.g7406
IN	OG0042291	NC_089036.1.g7440
IN	OG0042292	NC_089036.1.g7505
IN	OG0042293	NC_089036.1.g7663
IN	OG0042294	NC_089036.1.g7684
IN	OG0042295	NC_089036.1.g7889
IN	OG0042296	NC_089036.1.g7921
IN	OG0042297	NC_089036.1.g8006
IN	OG0042298	NC_089036.1.g8268
IN	OG0042299	NC_089036.1.g8428
IN	OG0042300	NC_089036.1.g8553
IN	OG0042301	NC_089036.1.g8787
IN	OG0042302	NC_089036.1.g9073
IN	OG0042303	NC_089036.1.g9115
IN	OG0042304	NC_089037.1.g9498
IN	OG0042305	NC_089037.1.g9773
IN	OG0042306	NC_089037.1.g9859
IN	OG0042307	NC_089037.1.g10288
IN	OG0042308	NC_089037.1.g10401
IN	OG0042309	NC_089037.1.g10541
IN	OG0042310	NC_089037.1.g10669
IN	OG0042311	NC_089037.1.g10677
IN	OG0042312	NC_089037.1.g10721
IN	OG0042313	NC_089037.1.g11014
IN	OG0042314	NC_089037.1.g11108
IN	OG0042315	NC_089037.1.g11558
IN	OG0042316	NC_089037.1.g11645
IN	OG0042317	NC_089037.1.g11705
IN	OG0042318	NC_089037.1.g11762
IN	OG0042319	NC_089037.1.g11810
IN	OG0042320	NC_089037.1.g11817
IN	OG0042321	NC_089037.1.g11830
IN	OG0042322	NC_089037.1.g11900
IN	OG0042323	NC_089037.1.g12036
IN	OG0042324	NC_089037.1.g12050
IN	OG0042325	NC_089037.1.g12105
IN	OG0042326	NC_089037.1.g12133
IN	OG0042327	NC_089037.1.g12192
IN	OG0042328	NC_089037.1.g12219
IN	OG0042329	NC_089037.1.g12250
IN	OG0042330	NC_089037.1.g12659
IN	OG0042331	NC_089037.1.g12660
IN	OG0042332	NC_089037.1.g12750
IN	OG0042333	NC_089037.1.g13023
IN	OG0042334	NC_089037.1.g13164
IN	OG0042335	NC_089038.1.g13990
IN	OG0042336	NC_089038.1.g14012
IN	OG0042337	NC_089038.1.g14098
IN	OG0042338	NC_089038.1.g14149
IN	OG0042339	NC_089038.1.g14153
IN	OG0042340	NC_089038.1.g14197
IN	OG0042341	NC_089038.1.g14256
IN	OG0042342	NC_089038.1.g14407
IN	OG0042343	NC_089038.1.g14457
IN	OG0042344	NC_089038.1.g14467
IN	OG0042345	NC_089038.1.g14491
IN	OG0042346	NC_089038.1.g14502
IN	OG0042347	NC_089038.1.g14516
IN	OG0042348	NC_089038.1.g14559
IN	OG0042349	NC_089038.1.g14638
IN	OG0042350	NC_089038.1.g14718
IN	OG0042351	NC_089038.1.g14722
IN	OG0042352	NC_089038.1.g14756
IN	OG0042353	NC_089038.1.g14836
IN	OG0042354	NC_089038.1.g14850
IN	OG0042355	NC_089038.1.g14860
IN	OG0042356	NC_089038.1.g14880
IN	OG0042357	NC_089038.1.g14911
IN	OG0042358	NC_089038.1.g14990
IN	OG0042359	NC_089038.1.g15027
IN	OG0042360	NC_089038.1.g15144
IN	OG0042361	NC_089038.1.g15206
IN	OG0042362	NC_089038.1.g15213
IN	OG0042363	NC_089038.1.g15344
IN	OG0042364	NC_089038.1.g15404
IN	OG0042365	NC_089038.1.g15407
IN	OG0042366	NC_089038.1.g15443
IN	OG0042367	NC_089038.1.g15467
IN	OG0042368	NC_089038.1.g15517
IN	OG0042369	NC_089038.1.g15626
IN	OG0042370	NC_089038.1.g15909
IN	OG0042371	NC_089038.1.g16317
IN	OG0042372	NC_089038.1.g16402
IN	OG0042373	NC_089038.1.g16528
IN	OG0042374	NC_089038.1.g16646
IN	OG0042375	NC_089038.1.g16857
IN	OG0042376	NC_089038.1.g16858
IN	OG0042377	NC_089038.1.g16965
IN	OG0042378	NC_089039.1.g17635
IN	OG0042379	NC_089039.1.g18021
IN	OG0042380	NC_089039.1.g18087
IN	OG0042381	NC_089039.1.g18088
IN	OG0042382	NC_089039.1.g18319
IN	OG0042383	NC_089039.1.g18527
IN	OG0042384	NC_089039.1.g18540
IN	OG0042385	NC_089039.1.g18841
IN	OG0042386	NC_089039.1.g18918
IN	OG0042387	NC_089039.1.g18998
IN	OG0042388	NC_089039.1.g19144
IN	OG0042389	NC_089039.1.g19226
IN	OG0042390	NC_089039.1.g19242
IN	OG0042391	NC_089039.1.g19336
IN	OG0042392	NC_089039.1.g19950
IN	OG0042393	NC_089039.1.g20173
IN	OG0042394	NC_089039.1.g20185
IN	OG0042395	NC_089039.1.g20307
IN	OG0042396	NC_089040.1.g20703
IN	OG0042397	NC_089040.1.g20736
IN	OG0042398	NC_089040.1.g21134
IN	OG0042399	NC_089040.1.g21233
IN	OG0042400	NC_089040.1.g21723
IN	OG0042401	NC_089040.1.g21742
IN	OG0042402	NC_089040.1.g21743
IN	OG0042403	NC_089040.1.g21753
IN	OG0042404	NC_089040.1.g21791
IN	OG0042405	NC_089040.1.g22022
IN	OG0042406	NC_089040.1.g22073
IN	OG0042407	NC_089040.1.g22161
IN	OG0042408	NC_089040.1.g22189
IN	OG0042409	NC_089040.1.g22245
IN	OG0042410	NC_089040.1.g22369
IN	OG0042411	NC_089040.1.g22495
IN	OG0042412	NC_089040.1.g22559
IN	OG0042413	NC_089040.1.g22669
IN	OG0042414	NC_089040.1.g22927
IN	OG0042415	NC_089040.1.g22947
IN	OG0042416	NC_089040.1.g22998
IN	OG0042417	NC_089040.1.g23156
IN	OG0042418	NC_089040.1.g23429
IN	OG0042419	NC_089040.1.g23665
IN	OG0042420	NC_089041.1.g23979
IN	OG0042421	NC_089041.1.g24032
IN	OG0042422	NC_089041.1.g24039
IN	OG0042423	NC_089041.1.g24327
IN	OG0042424	NC_089041.1.g24444
IN	OG0042425	NC_089041.1.g24516
IN	OG0042426	NC_089041.1.g24694
IN	OG0042427	NC_089041.1.g24844
IN	OG0042428	NC_089041.1.g24882
IN	OG0042429	NC_089041.1.g25087
IN	OG0042430	NC_089041.1.g25186
IN	OG0042431	NC_089041.1.g25237
IN	OG0042432	NC_089041.1.g25313
IN	OG0042433	NC_089041.1.g25349
IN	OG0042434	NC_089041.1.g25350
IN	OG0042435	NC_089041.1.g25369
IN	OG0042436	NC_089041.1.g25548
IN	OG0042437	NC_089041.1.g25635
IN	OG0042438	NC_089041.1.g25652
IN	OG0042439	NC_089041.1.g25676
IN	OG0042440	NC_089041.1.g25688
IN	OG0042441	NC_089041.1.g25911
IN	OG0042442	NC_089041.1.g25928
IN	OG0042443	NC_089041.1.g25985
IN	OG0042444	NC_089041.1.g26005
IN	OG0042445	NC_089041.1.g26344
IN	OG0042446	NC_089041.1.g26361
IN	OG0042447	NC_089041.1.g26367
IN	OG0042448	NC_089041.1.g26416
IN	OG0042449	NC_089042.1.g27346
IN	OG0042450	NC_089042.1.g27687
IN	OG0042451	NC_089042.1.g27689
IN	OG0042452	NC_089042.1.g27735
IN	OG0042453	NC_089042.1.g27870
IN	OG0042454	NC_089042.1.g28125
IN	OG0042455	NC_089042.1.g28158
IN	OG0042456	NC_089042.1.g28175
IN	OG0042457	NC_089042.1.g28182
IN	OG0042458	NC_089042.1.g28267
IN	OG0042459	NC_089042.1.g28295
IN	OG0042460	NC_089042.1.g28333
IN	OG0042461	NC_089042.1.g28345
IN	OG0042462	NC_089042.1.g28353
IN	OG0042463	NC_089042.1.g28458
IN	OG0042464	NC_089042.1.g28555
IN	OG0042465	NC_089042.1.g28562
IN	OG0042466	NC_089042.1.g28576
IN	OG0042467	NC_089042.1.g28592
IN	OG0042468	NC_089042.1.g28629
IN	OG0042469	NC_089042.1.g28758
IN	OG0042470	NC_089042.1.g28849
IN	OG0042471	NC_089042.1.g29050
IN	OG0042472	NC_089042.1.g29068
IN	OG0042473	NC_089042.1.g29165
IN	OG0042474	NC_089042.1.g29195
IN	OG0042475	NC_089042.1.g29226
IN	OG0042476	NC_089042.1.g29230
IN	OG0042477	NC_089042.1.g29622
IN	OG0042478	NC_089042.1.g29900
IN	OG0042479	NC_089043.1.g29967
IN	OG0042480	NC_089043.1.g29976
IN	OG0042481	NC_089043.1.g30236
IN	OG0042482	NC_089043.1.g30257
IN	OG0042483	NC_089043.1.g30382
IN	OG0042484	NC_089043.1.g30400
IN	OG0042485	NC_089043.1.g30455
IN	OG0042486	NC_089043.1.g30502
IN	OG0042487	NC_089043.1.g30628
IN	OG0042488	NC_089043.1.g30651
IN	OG0042489	NC_089043.1.g30672
IN	OG0042490	NC_089043.1.g30703
IN	OG0042491	NC_089043.1.g30717
IN	OG0042492	NC_089043.1.g30748
IN	OG0042493	NC_089043.1.g31200
IN	OG0042494	NC_089043.1.g32127
IN	OG0042495	NC_089043.1.g32183
IN	OG0042496	NC_089044.1.g32310
IN	OG0042497	NC_089044.1.g32347
IN	OG0042498	NC_089044.1.g32370
IN	OG0042499	NC_089044.1.g32573
IN	OG0042500	NC_089044.1.g32655
IN	OG0042501	NC_089044.1.g32743
IN	OG0042502	NC_089044.1.g32951
IN	OG0042503	NC_089044.1.g32987
IN	OG0042504	NC_089044.1.g33008
IN	OG0042505	NC_089044.1.g33079
IN	OG0042506	NC_089044.1.g33134
IN	OG0042507	NC_089044.1.g33161
IN	OG0042508	NC_089044.1.g33248
IN	OG0042509	NC_089044.1.g33409
IN	OG0042510	NC_089044.1.g33424
IN	OG0042511	NC_089044.1.g33528
IN	OG0042512	NC_089044.1.g33557
IN	OG0042513	NC_089044.1.g33668
IN	OG0042514	NC_089044.1.g33701
IN	OG0042515	NC_089044.1.g34091
IN	OG0042516	NC_089045.1.g35125
IN	OG0042517	NC_089045.1.g35173
IN	OG0042518	NC_089045.1.g35257
IN	OG0042519	NC_089045.1.g35368
IN	OG0042520	NC_089045.1.g35386
